S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
2275,593,806,398,478,48355002400,48,355,002400
1609,370,598,367,274,48355002500,48,355,002500
1265,536,403,216,110,48355002601,48,355,002601
694,172,188,85,249,48355002602,48,355,002602
1285,233,459,221,372,48355002603,48,355,002603
1969,454,547,340,628,48355002703,48,355,002703
2995,1258,1262,244,231,48355002704,48,355,002704
2027,656,534,271,566,48355002705,48,355,002705
0,0,0,0,0,48355002706,48,355,002706
233,20,81,69,63,48355002900,48,355,002900
2296,607,630,451,608,48355003001,48,355,003001
1638,518,463,241,416,48355003002,48,355,003002
2016,570,691,332,423,48355003101,48,355,003101
1968,421,546,351,650,48355003102,48,355,003102
2276,589,615,387,685,48355003202,48,355,003202
2430,597,896,412,525,48355003203,48,355,003203
1805,599,565,263,378,48355003204,48,355,003204
450,171,124,40,115,48355003303,48,355,003303
2576,620,1051,380,525,48355003304,48,355,003304
1781,648,389,303,441,48355003305,48,355,003305
2091,922,548,230,391,48355003306,48,355,003306
1489,347,555,213,374,48355003401,48,355,003401
2243,463,838,311,631,48355003402,48,355,003402
733,151,289,109,184,48355003500,48,355,003500
2083,387,555,472,669,48355003601,48,355,003601
2163,511,708,274,670,48355003602,48,355,003602
1581,279,398,253,651,48355003603,48,355,003603
1214,325,402,124,363,48355003700,48,355,003700
1930,598,933,233,166,48355005102,48,355,005102
1759,472,541,373,373,48355005404,48,355,005404
1128,155,323,257,393,48355005406,48,355,005406
933,139,273,205,316,48355005407,48,355,005407
1906,636,564,298,408,48355005408,48,355,005408
1302,120,590,218,374,48355005409,48,355,005409
1403,323,487,196,397,48355005410,48,355,005410
1690,712,533,202,243,48355005411,48,355,005411
1809,367,353,369,720,48355005412,48,355,005412
1267,387,405,165,310,48355005413,48,355,005413
1164,218,435,227,284,48355005414,48,355,005414
2105,456,663,316,670,48355005415,48,355,005415
1263,124,574,185,380,48355005416,48,355,005416
1974,272,495,335,872,48355005417,48,355,005417
2129,618,700,159,652,48355005601,48,355,005601
2062,523,398,309,832,48355005602,48,355,005602
2395,294,1000,289,812,48355005801,48,355,005801
2265,409,735,400,721,48355005802,48,355,005802
933,213,192,197,331,48355005900,48,355,005900
738,157,272,71,238,48355006000,48,355,006000
1259,277,390,199,393,48355006100,48,355,006100
4383,1085,2481,576,241,48355006200,48,355,006200
983,261,245,221,256,48355006300,48,355,006300
965,541,301,105,18,48355006400,48,355,006400
3,0,0,3,0,48355980000,48,355,980000
0,0,0,0,0,48355990000,48,355,990000
518,137,204,38,139,48357950100,48,357,950100
1202,287,282,66,567,48357950300,48,357,950300
1763,323,621,283,536,48357950400,48,357,950400
594,131,231,85,147,48359950100,48,359,950100
1575,587,566,199,223,48361020200,48,361,020200
1083,458,306,193,126,48361020300,48,361,020300
1243,364,391,203,285,48361020500,48,361,020500
2011,613,561,365,472,48361020700,48,361,020700
758,179,316,153,110,48361020800,48,361,020800
1620,546,512,310,252,48361020900,48,361,020900
915,220,424,150,121,48361021000,48,361,021000
695,171,273,122,129,48361021100,48,361,021100
1700,310,608,283,499,48361021200,48,361,021200
2206,388,1014,396,408,48361021300,48,361,021300
1500,383,526,235,356,48361021400,48,361,021400
769,71,268,158,272,48361021501,48,361,021501
2796,980,950,380,486,48361021502,48,361,021502
1323,219,562,257,285,48361021600,48,361,021600
704,178,171,110,245,48361021700,48,361,021700
905,190,331,169,215,48361021800,48,361,021800
2669,626,968,417,658,48361021900,48,361,021900
1385,339,410,235,401,48361022000,48,361,022000
1448,314,351,340,443,48361022200,48,361,022200
2494,342,787,508,857,48361022300,48,361,022300
1895,612,620,141,522,48361022400,48,361,022400
1126,280,525,150,171,48363000100,48,363,000100
867,310,316,103,138,48363000200,48,363,000200
1579,350,869,109,251,48363000300,48,363,000300
1819,331,790,286,412,48363000400,48,363,000400
683,222,168,123,170,48363000500,48,363,000500
1283,400,405,224,254,48363000600,48,363,000600
1090,288,368,219,215,48363000700,48,363,000700
1118,331,333,173,281,48363000800,48,363,000800
690,154,261,103,172,48363000900,48,363,000900
1723,431,581,439,272,48365950100,48,365,950100
1223,266,455,177,325,48365950200,48,365,950200
1545,427,567,231,320,48365950300,48,365,950300
2314,603,900,241,570,48365950400,48,365,950400
1062,258,414,210,180,48365950500,48,365,950500
770,138,302,108,222,48365950600,48,365,950600
1607,300,533,319,455,48367140101,48,367,140101
1726,543,505,344,334,48367140102,48,367,140102
2973,1364,967,246,396,48367140200,48,367,140200
2293,824,654,353,462,48367140300,48,367,140300
2330,496,745,470,619,48367140403,48,367,140403
2364,546,789,446,583,48367140405,48,367,140405
3598,431,1646,636,885,48367140407,48,367,140407
1646,338,543,349,416,48367140408,48,367,140408
1032,123,381,161,367,48367140409,48,367,140409
1178,165,391,219,403,48367140410,48,367,140410
1602,288,641,161,512,48367140411,48,367,140411
2795,735,784,566,710,48367140501,48,367,140501
1603,293,707,257,346,48367140502,48,367,140502
2482,391,1100,463,528,48367140601,48,367,140601
3358,561,1263,529,1005,48367140602,48,367,140602
2593,375,1009,351,858,48367140703,48,367,140703
2973,270,988,609,1106,48367140704,48,367,140704
3001,529,1391,534,547,48367140705,48,367,140705
3109,465,1194,634,816,48367140706,48,367,140706
1602,414,589,139,460,48369950200,48,369,950200
1601,384,509,210,498,48369950300,48,369,950300
738,211,267,108,152,48371950100,48,371,950100
1255,390,510,127,228,48371950300,48,371,950300
1486,283,584,223,396,48371950400,48,371,950400
1177,303,352,73,449,48371950500,48,371,950500
2256,728,771,333,424,48373210101,48,373,210101
2625,789,803,476,557,48373210102,48,373,210102
1138,259,281,169,429,48373210203,48,373,210203
1948,415,756,283,494,48373210204,48,373,210204
1226,281,538,116,291,48373210205,48,373,210205
1551,394,765,182,210,48373210206,48,373,210206
1567,476,622,210,259,48373210301,48,373,210301
1735,502,612,234,387,48373210302,48,373,210302
2134,530,608,383,613,48373210400,48,373,210400
1853,459,542,316,536,48373210500,48,373,210500
931,467,196,66,202,48375010100,48,375,010100
792,151,299,149,193,48375010200,48,375,010200
726,425,198,70,33,48375010300,48,375,010300
1427,549,487,159,232,48375010400,48,375,010400
715,224,230,51,210,48375010600,48,375,010600
1279,304,255,330,390,48375010700,48,375,010700
834,226,263,123,222,48375011000,48,375,011000
1996,859,576,209,352,48375011500,48,375,011500
1863,773,398,187,505,48375011600,48,375,011600
2119,1101,743,151,124,48375011700,48,375,011700
1711,666,592,230,223,48375011800,48,375,011800
1259,526,299,198,236,48375011900,48,375,011900
722,295,162,148,117,48375012000,48,375,012000
1239,253,204,297,485,48375012200,48,375,012200
910,334,213,109,254,48375012600,48,375,012600
1618,291,441,338,548,48375012800,48,375,012800
597,172,163,120,142,48375013000,48,375,013000
687,325,234,63,65,48375013200,48,375,013200
2092,446,700,369,577,48375013300,48,375,013300
1071,225,477,202,167,48375013400,48,375,013400
1320,294,403,163,460,48375013900,48,375,013900
959,241,297,81,340,48375014100,48,375,014100
2306,401,988,344,573,48375014300,48,375,014300
728,107,200,84,337,48375014401,48,375,014401
2014,441,585,360,628,48375014500,48,375,014500
2233,1150,455,293,335,48375014700,48,375,014700
855,271,189,82,313,48375014800,48,375,014800
1900,212,528,269,891,48375014900,48,375,014900
2527,538,550,514,925,48375015000,48,375,015000
1013,257,375,145,236,48375015100,48,375,015100
1140,223,496,233,188,48375015200,48,375,015200
1875,645,436,357,437,48375015300,48,375,015300
922,377,227,173,145,48375015400,48,375,015400
0,0,0,0,0,48375980000,48,375,980000
995,529,238,104,124,48377950100,48,377,950100
1548,603,569,145,231,48377950200,48,377,950200
2520,709,972,481,358,48379950100,48,379,950100
1810,412,750,257,391,48379950200,48,379,950200
855,222,324,106,203,48381020100,48,381,020100
872,238,323,186,125,48381020200,48,381,020200
857,336,223,219,79,48381020300,48,381,020300
742,170,311,79,182,48381020400,48,381,020400
1412,461,475,288,188,48381020500,48,381,020500
1387,367,481,165,374,48381020600,48,381,020600
2109,373,759,288,689,48381020800,48,381,020800
1070,245,422,118,285,48381020900,48,381,020900
925,217,390,158,160,48381021000,48,381,021000
1781,574,636,193,378,48381021101,48,381,021101
1156,697,226,145,88,48381021102,48,381,021102
2006,597,641,269,499,48381021200,48,381,021200
2153,748,656,278,471,48381021300,48,381,021300
1845,439,646,294,466,48381021500,48,381,021500
1986,685,587,253,461,48381021602,48,381,021602
730,127,321,96,186,48381021603,48,381,021603
1725,547,845,172,161,48381021604,48,381,021604
774,229,317,112,116,48381021605,48,381,021605
1903,282,847,312,462,48381021606,48,381,021606
3668,1375,1133,388,772,48381021608,48,381,021608
2054,531,900,276,347,48381021609,48,381,021609
1805,409,822,257,317,48381021702,48,381,021702
1943,373,888,220,462,48381021703,48,381,021703
2893,454,981,520,938,48381021704,48,381,021704
2466,797,783,375,511,48381021801,48,381,021801
1809,593,719,318,179,48381021802,48,381,021802
1920,450,660,355,455,48381021900,48,381,021900
2283,253,794,521,715,48381022001,48,381,022001
2260,576,919,336,429,48381022002,48,381,022002
1084,211,312,195,366,48383950100,48,383,950100
1126,418,436,152,120,48385950100,48,385,950100
1028,325,418,154,131,48387950100,48,387,950100
1906,674,849,178,205,48387950500,48,387,950500
1065,283,379,109,294,48387950600,48,387,950600
964,309,311,138,206,48387950700,48,387,950700
617,50,299,118,150,48389950100,48,389,950100
732,231,215,121,165,48389950200,48,389,950200
483,117,149,96,121,48389950300,48,389,950300
1261,326,382,214,339,48389950400,48,389,950400
425,141,134,91,59,48389950500,48,389,950500
1203,352,341,250,260,48391950200,48,391,950200
1344,383,534,243,184,48391950400,48,391,950400
301,58,145,25,73,48393950100,48,393,950100
782,288,251,158,85,48395960100,48,395,960100
654,117,265,102,170,48395960200,48,395,960200
1846,466,708,334,338,48395960300,48,395,960300
1220,271,397,185,367,48395960400,48,395,960400
1942,460,638,266,578,48395960500,48,395,960500
2203,146,795,409,853,48397040101,48,397,040101
2442,286,669,555,932,48397040102,48,397,040102
2412,410,819,413,770,48397040200,48,397,040200
2099,289,860,427,523,48397040301,48,397,040301
3817,1559,1307,394,557,48397040302,48,397,040302
4210,581,1077,700,1852,48397040401,48,397,040401
4329,549,1398,909,1473,48397040402,48,397,040402
1943,248,405,500,790,48397040503,48,397,040503
2944,638,1217,608,481,48397040504,48,397,040504
3649,509,1236,460,1444,48397040505,48,397,040505
2984,230,1214,423,1117,48397040506,48,397,040506
547,114,292,60,81,48399950100,48,399,950100
902,274,233,139,256,48399950200,48,399,950200
683,144,270,92,177,48399950500,48,399,950500
1764,512,672,283,297,48399950600,48,399,950600
2215,543,884,282,506,48401950100,48,401,950100
1257,181,658,160,258,48401950200,48,401,950200
2221,418,997,285,521,48401950300,48,401,950300
1787,469,555,336,427,48401950400,48,401,950400
1945,320,888,252,485,48401950501,48,401,950501
913,260,275,104,274,48401950502,48,401,950502
976,224,393,163,196,48401950600,48,401,950600
1117,262,290,234,331,48401950700,48,401,950700
1474,392,379,331,372,48401950800,48,401,950800
1185,335,255,250,345,48401950900,48,401,950900
894,211,266,153,264,48401951000,48,401,951000
1096,279,449,190,178,48401951100,48,401,951100
1028,323,384,147,174,48401951200,48,401,951200
994,266,482,111,135,48403950100,48,403,950100
1244,406,415,152,271,48403950200,48,403,950200
2073,610,1049,205,209,48403950300,48,403,950300
1172,269,486,119,298,48405950100,48,405,950100
1150,396,410,169,175,48405950200,48,405,950200
1129,268,549,180,132,48405950300,48,405,950300
2198,564,684,351,599,48407200101,48,407,200101
3628,929,1251,517,931,48407200102,48,407,200102
2021,654,756,219,392,48407200200,48,407,200200
2196,758,1123,198,117,48407200300,48,407,200300
1387,346,555,267,219,48409010201,48,409,010201
1717,517,479,228,493,48409010202,48,409,010202
1632,379,378,395,480,48409010301,48,409,010301
1657,290,504,283,580,48409010302,48,409,010302
630,140,150,119,221,48409010500,48,409,010500
2199,490,608,657,444,48409010601,48,409,010601
1259,154,359,301,445,48409010602,48,409,010602
1003,227,327,189,260,48409010603,48,409,010603
1098,273,338,196,291,48409010604,48,409,010604
1435,280,485,106,564,48409010700,48,409,010700
1419,315,452,270,382,48409010800,48,409,010800
1578,254,533,256,535,48409010900,48,409,010900
2087,556,547,249,735,48409011000,48,409,011000
922,162,269,142,349,48409011100,48,409,011100
1237,299,558,103,277,48409011200,48,409,011200
1638,454,334,319,531,48409011300,48,409,011300
968,332,296,95,245,48411950100,48,411,950100
1114,322,486,153,153,48411950200,48,411,950200
1075,347,371,164,193,48413950300,48,413,950300
1242,333,401,67,441,48415950100,48,415,950100
494,124,143,69,158,48415950200,48,415,950200
2378,633,975,368,402,48415950300,48,415,950300
1827,637,432,338,420,48415950600,48,415,950600
1317,369,529,184,235,48417950300,48,417,950300
1816,494,607,272,443,48419950100,48,419,950100
1502,437,564,195,306,48419950200,48,419,950200
1705,347,463,294,601,48419950300,48,419,950300
1843,462,746,75,560,48419950400,48,419,950400
1193,353,327,186,327,48419950500,48,419,950500
1234,327,410,228,269,48419950600,48,419,950600
1019,231,301,231,256,48421950200,48,421,950200
1851,431,521,298,601,48423000100,48,423,000100
1238,387,294,228,329,48423000201,48,423,000201
572,185,86,89,212,48423000202,48,423,000202
1705,401,509,179,616,48423000300,48,423,000300
773,184,232,146,211,48423000400,48,423,000400
688,322,113,87,166,48423000500,48,423,000500
593,98,147,156,192,48423000600,48,423,000600
1443,638,371,222,212,48423000700,48,423,000700
2228,935,586,180,527,48423000800,48,423,000800
1228,389,288,240,311,48423000900,48,423,000900
1876,527,612,387,350,48423001000,48,423,001000
1633,526,630,205,272,48423001101,48,423,001101
912,213,331,169,199,48423001102,48,423,001102
1354,418,398,199,339,48423001200,48,423,001200
810,231,278,125,176,48423001300,48,423,001300
3318,821,1534,352,611,48423001401,48,423,001401
2641,596,867,416,762,48423001403,48,423,001403
2392,480,985,345,582,48423001404,48,423,001404
2035,527,810,129,569,48423001500,48,423,001500
2076,299,669,323,785,48423001601,48,423,001601
1643,491,654,214,284,48423001602,48,423,001602
2225,617,666,293,649,48423001604,48,423,001604
2693,448,953,445,847,48423001700,48,423,001700
2031,370,712,331,618,48423001801,48,423,001801
2999,775,1079,357,788,48423001802,48,423,001802
1729,526,819,158,226,48423001803,48,423,001803
2754,1183,1067,210,294,48423001901,48,423,001901
4031,1121,1639,621,650,48423001905,48,423,001905
2189,641,890,302,356,48423001906,48,423,001906
2261,531,952,318,460,48423001907,48,423,001907
3663,641,1390,533,1099,48423001908,48,423,001908
1700,609,574,273,244,48423002003,48,423,002003
1211,449,453,218,91,48423002004,48,423,002004
1258,178,475,275,330,48423002006,48,423,002006
2984,565,1127,577,715,48423002007,48,423,002007
2543,590,930,301,722,48423002008,48,423,002008
2814,507,1018,628,661,48423002009,48,423,002009
1447,311,587,163,386,48423002101,48,423,002101
2023,431,932,282,378,48423002102,48,423,002102
2114,321,766,461,566,48423002200,48,423,002200
0,0,0,0,0,48423980000,48,423,980000
2421,340,816,412,853,48425000100,48,425,000100
702,172,301,156,73,48425000200,48,425,000200
374,107,123,60,84,48427950101,48,427,950101
1149,141,230,234,544,48427950104,48,427,950104
975,70,178,292,435,48427950105,48,427,950105
769,111,189,151,318,48427950106,48,427,950106
894,131,240,305,218,48427950107,48,427,950107
839,132,133,245,329,48427950108,48,427,950108
675,168,112,141,254,48427950202,48,427,950202
1047,136,148,339,424,48427950203,48,427,950203
1400,246,414,263,477,48427950204,48,427,950204
1486,409,446,180,451,48427950401,48,427,950401
1192,107,378,162,545,48427950402,48,427,950402
1186,374,302,165,345,48427950500,48,427,950500
2131,629,449,407,646,48427950600,48,427,950600
1088,172,462,179,275,48427950701,48,427,950701
983,144,385,168,286,48427950702,48,427,950702
1377,263,469,283,362,48429950200,48,429,950200
712,310,193,151,58,48429950300,48,429,950300
1158,256,536,199,167,48429950500,48,429,950500
458,91,240,38,89,48431950100,48,431,950100
580,206,194,66,114,48433950300,48,433,950300
1412,399,523,155,335,48435950300,48,435,950300
531,167,194,36,134,48437950200,48,437,950200
1523,435,455,211,422,48437950300,48,437,950300
451,91,195,71,94,48437950400,48,437,950400
1673,299,324,299,751,48439100101,48,439,100101
1610,474,533,210,393,48439100102,48,439,100102
1238,101,267,258,612,48439100201,48,439,100201
1466,143,325,322,676,48439100202,48,439,100202
1625,273,253,424,675,48439100300,48,439,100300
1768,316,470,343,639,48439100400,48,439,100400
3268,509,722,518,1519,48439100501,48,439,100501
2155,442,505,408,800,48439100502,48,439,100502
1069,411,361,151,146,48439100601,48,439,100601
682,188,219,105,170,48439100602,48,439,100602
1770,519,407,261,583,48439100700,48,439,100700
1736,280,336,345,775,48439100800,48,439,100800
619,134,147,121,217,48439100900,48,439,100900
639,81,189,186,183,48439101201,48,439,101201
1415,142,309,318,646,48439101202,48,439,101202
1881,650,485,379,367,48439101301,48,439,101301
1084,270,315,160,339,48439101302,48,439,101302
1920,535,626,211,548,48439101401,48,439,101401
1196,231,281,347,337,48439101402,48,439,101402
1689,395,382,305,607,48439101403,48,439,101403
1486,579,327,226,354,48439101500,48,439,101500
514,173,89,107,145,48439101700,48,439,101700
1974,1146,718,54,56,48439102000,48,439,102000
2804,1105,1068,309,322,48439102100,48,439,102100
1468,470,596,193,209,48439102201,48,439,102201
1458,611,598,117,132,48439102202,48,439,102202
1371,542,330,167,332,48439102301,48,439,102301
1851,590,435,253,573,48439102302,48,439,102302
2095,897,596,396,206,48439102401,48,439,102401
1865,382,792,278,413,48439102402,48,439,102402
1326,586,226,216,298,48439102500,48,439,102500
1801,820,428,370,183,48439102601,48,439,102601
1588,588,488,125,387,48439102602,48,439,102602
1763,792,615,244,112,48439102700,48,439,102700
643,221,222,103,97,48439102800,48,439,102800
1436,352,228,241,615,48439103500,48,439,103500
958,277,303,87,291,48439103601,48,439,103601
836,193,267,125,251,48439103602,48,439,103602
1244,361,311,174,398,48439103701,48,439,103701
806,178,162,138,328,48439103702,48,439,103702
1036,310,248,170,308,48439103800,48,439,103800
1416,540,473,219,184,48439104100,48,439,104100
1262,436,453,102,271,48439104201,48,439,104201
1267,358,408,295,206,48439104202,48,439,104202
2401,869,746,320,466,48439104300,48,439,104300
1912,640,467,313,492,48439104400,48,439,104400
910,238,247,126,299,48439104502,48,439,104502
802,106,224,170,302,48439104503,48,439,104503
979,382,121,172,304,48439104504,48,439,104504
1456,375,338,169,574,48439104505,48,439,104505
1263,215,308,219,521,48439104601,48,439,104601
1418,166,376,256,620,48439104602,48,439,104602
1079,224,152,175,528,48439104603,48,439,104603
999,262,231,160,346,48439104604,48,439,104604
1600,415,479,274,432,48439104605,48,439,104605
1368,250,315,317,486,48439104701,48,439,104701
1037,224,241,195,377,48439104702,48,439,104702
1545,310,288,170,777,48439104802,48,439,104802
1761,155,330,376,900,48439104803,48,439,104803
772,126,160,166,320,48439104804,48,439,104804
871,202,192,158,319,48439104900,48,439,104900
1487,207,366,281,633,48439105001,48,439,105001
256,49,46,46,115,48439105006,48,439,105006
2464,890,982,241,351,48439105007,48,439,105007
3043,604,905,617,917,48439105008,48,439,105008
2029,745,448,261,575,48439105201,48,439,105201
1067,410,323,145,189,48439105203,48,439,105203
1305,595,339,196,175,48439105204,48,439,105204
2389,990,772,297,330,48439105205,48,439,105205
2990,1228,962,393,407,48439105403,48,439,105403
1667,492,584,239,352,48439105404,48,439,105404
1917,1119,491,123,184,48439105405,48,439,105405
2859,1492,1067,147,153,48439105406,48,439,105406
2163,699,655,213,596,48439105502,48,439,105502
2380,787,969,196,428,48439105503,48,439,105503
2235,631,763,351,490,48439105505,48,439,105505
3245,1154,1270,482,339,48439105507,48,439,105507
3459,1534,864,632,429,48439105508,48,439,105508
3225,965,1212,444,604,48439105510,48,439,105510
2352,691,826,332,503,48439105511,48,439,105511
1690,330,707,327,326,48439105512,48,439,105512
1555,848,475,119,113,48439105513,48,439,105513
1568,900,428,190,50,48439105514,48,439,105514
1884,445,518,245,676,48439105600,48,439,105600
1391,238,531,248,374,48439105701,48,439,105701
1490,460,400,189,441,48439105703,48,439,105703
3139,997,867,578,697,48439105704,48,439,105704
1288,269,172,187,660,48439105800,48,439,105800
1140,161,314,291,374,48439105901,48,439,105901
1235,191,133,178,733,48439105902,48,439,105902
2696,537,738,397,1024,48439106001,48,439,106001
1139,270,309,90,470,48439106002,48,439,106002
2099,330,656,262,851,48439106004,48,439,106004
498,86,133,82,197,48439106101,48,439,106101
1533,512,425,190,406,48439106102,48,439,106102
1175,301,280,177,417,48439106201,48,439,106201
1734,560,317,316,541,48439106202,48,439,106202
1111,420,151,151,389,48439106300,48,439,106300
1071,261,238,193,379,48439106400,48,439,106400
1271,331,539,222,179,48439106502,48,439,106502
2212,723,757,394,338,48439106503,48,439,106503
1006,399,383,132,92,48439106507,48,439,106507
2105,580,750,257,518,48439106509,48,439,106509
2936,478,827,733,898,48439106510,48,439,106510
3127,913,1034,205,975,48439106511,48,439,106511
2040,938,568,283,251,48439106512,48,439,106512
1022,182,313,177,350,48439106513,48,439,106513
2281,915,630,287,449,48439106514,48,439,106514
1763,715,499,263,286,48439106515,48,439,106515
2469,1165,531,549,224,48439106516,48,439,106516
3415,1197,860,514,844,48439106517,48,439,106517
3023,1386,1014,377,246,48439106518,48,439,106518
1054,438,255,189,172,48439106600,48,439,106600
867,273,199,211,184,48439106700,48,439,106700
2658,854,704,554,546,48439110101,48,439,110101
1188,253,393,177,365,48439110102,48,439,110102
1175,167,300,231,477,48439110202,48,439,110202
2821,647,644,552,978,48439110203,48,439,110203
2161,330,542,568,721,48439110204,48,439,110204
1170,282,232,204,452,48439110301,48,439,110301
1439,216,478,224,521,48439110302,48,439,110302
1666,364,609,265,428,48439110401,48,439,110401
1476,369,349,102,656,48439110402,48,439,110402
2975,808,933,515,719,48439110500,48,439,110500
1122,409,347,175,191,48439110600,48,439,110600
2717,823,806,473,615,48439110701,48,439,110701
1980,590,537,331,522,48439110703,48,439,110703
1688,655,429,239,365,48439110704,48,439,110704
2372,505,828,563,476,48439110805,48,439,110805
1936,383,612,351,590,48439110806,48,439,110806
2391,431,814,458,688,48439110807,48,439,110807
1205,130,412,186,477,48439110808,48,439,110808
902,198,395,133,176,48439110809,48,439,110809
2011,685,817,216,293,48439110901,48,439,110901
736,277,330,87,42,48439110903,48,439,110903
1865,459,651,290,465,48439110905,48,439,110905
1661,391,607,346,317,48439110906,48,439,110906
1393,306,503,295,289,48439110907,48,439,110907
976,163,365,186,262,48439111003,48,439,111003
3259,1040,520,683,1016,48439111005,48,439,111005
2944,383,816,530,1215,48439111008,48,439,111008
1392,336,541,221,294,48439111010,48,439,111010
3205,450,782,700,1273,48439111011,48,439,111011
2792,157,942,573,1120,48439111012,48,439,111012
3363,718,821,639,1185,48439111013,48,439,111013
873,152,351,196,174,48439111015,48,439,111015
3584,452,1304,725,1103,48439111016,48,439,111016
4208,616,1376,1000,1216,48439111017,48,439,111017
761,113,330,120,198,48439111018,48,439,111018
1888,387,444,475,582,48439111102,48,439,111102
1029,131,195,163,540,48439111103,48,439,111103
879,263,179,162,275,48439111104,48,439,111104
1953,420,438,366,729,48439111202,48,439,111202
2220,411,683,424,702,48439111203,48,439,111203
1834,343,784,224,483,48439111204,48,439,111204
3177,548,1022,691,916,48439111301,48,439,111301
2687,606,798,344,939,48439111304,48,439,111304
1793,362,510,423,498,48439111306,48,439,111306
1245,332,423,202,288,48439111307,48,439,111307
658,239,208,104,107,48439111308,48,439,111308
1433,358,391,189,495,48439111309,48,439,111309
2850,210,506,721,1413,48439111310,48,439,111310
2320,388,889,290,753,48439111311,48,439,111311
1227,118,580,236,293,48439111312,48,439,111312
3577,437,981,811,1348,48439111313,48,439,111313
1990,84,466,526,914,48439111314,48,439,111314
2003,360,775,358,510,48439111402,48,439,111402
3730,1113,1322,475,820,48439111404,48,439,111404
895,144,358,139,254,48439111405,48,439,111405
1462,142,528,383,409,48439111406,48,439,111406
1128,133,387,229,379,48439111407,48,439,111407
1410,243,552,270,345,48439111408,48,439,111408
1812,93,803,383,533,48439111409,48,439,111409
1710,456,472,365,417,48439111505,48,439,111505
2690,1010,806,398,476,48439111506,48,439,111506
1207,168,357,209,473,48439111513,48,439,111513
2119,344,634,535,606,48439111514,48,439,111514
2242,626,429,421,766,48439111516,48,439,111516
2716,932,627,256,901,48439111521,48,439,111521
2162,328,462,457,915,48439111522,48,439,111522
3092,854,691,653,894,48439111523,48,439,111523
2552,594,700,535,723,48439111524,48,439,111524
1957,543,498,365,551,48439111525,48,439,111525
1766,539,499,307,421,48439111526,48,439,111526
1500,333,575,200,392,48439111529,48,439,111529
2447,381,1213,410,443,48439111530,48,439,111530
1694,280,657,338,419,48439111531,48,439,111531
2762,567,1084,498,613,48439111532,48,439,111532
1911,299,608,476,528,48439111533,48,439,111533
2275,331,764,665,515,48439111534,48,439,111534
1331,502,332,269,228,48439111536,48,439,111536
2283,669,623,546,445,48439111537,48,439,111537
2095,554,550,347,644,48439111538,48,439,111538
2900,401,855,455,1189,48439111539,48,439,111539
2265,548,527,447,743,48439111540,48,439,111540
1306,242,440,204,420,48439111541,48,439,111541
1892,230,605,273,784,48439111542,48,439,111542
2359,463,454,527,915,48439111543,48,439,111543
2462,387,296,859,920,48439111544,48,439,111544
887,227,353,138,169,48439111545,48,439,111545
2172,340,883,431,518,48439111546,48,439,111546
4947,522,881,1618,1926,48439111547,48,439,111547
2401,192,592,615,1002,48439111548,48,439,111548
3542,556,931,600,1455,48439111549,48,439,111549
3793,386,710,1005,1692,48439111550,48,439,111550
2187,371,407,542,867,48439111551,48,439,111551
1333,334,572,154,273,48439111552,48,439,111552
1829,757,586,240,246,48439111553,48,439,111553
1372,443,563,146,220,48439113001,48,439,113001
2423,718,723,293,689,48439113002,48,439,113002
2220,1025,657,305,233,48439113102,48,439,113102
1991,1071,511,172,237,48439113104,48,439,113104
990,359,361,143,127,48439113107,48,439,113107
1763,262,843,368,290,48439113108,48,439,113108
1839,608,651,261,319,48439113109,48,439,113109
2387,1110,716,403,158,48439113110,48,439,113110
2198,924,815,215,244,48439113111,48,439,113111
1028,449,307,164,108,48439113112,48,439,113112
2002,893,794,246,69,48439113113,48,439,113113
2203,914,621,386,282,48439113114,48,439,113114
1533,609,546,190,188,48439113115,48,439,113115
2106,935,613,244,314,48439113116,48,439,113116
2112,633,642,411,426,48439113206,48,439,113206
1535,280,642,229,384,48439113207,48,439,113207
2777,596,1036,476,669,48439113210,48,439,113210
1769,469,642,301,357,48439113212,48,439,113212
1341,365,353,234,389,48439113213,48,439,113213
2169,575,682,331,581,48439113214,48,439,113214
1739,354,671,256,458,48439113215,48,439,113215
2211,741,807,389,274,48439113216,48,439,113216
1687,324,694,377,292,48439113217,48,439,113217
1288,288,530,239,231,48439113218,48,439,113218
2844,1003,665,367,809,48439113220,48,439,113220
2351,775,697,404,475,48439113221,48,439,113221
1528,329,702,207,290,48439113301,48,439,113301
1626,408,575,255,388,48439113302,48,439,113302
1049,231,400,215,203,48439113403,48,439,113403
2139,599,745,365,430,48439113404,48,439,113404
2382,624,720,585,453,48439113405,48,439,113405
1709,331,412,362,604,48439113407,48,439,113407
2008,592,505,371,540,48439113408,48,439,113408
1604,345,439,450,370,48439113509,48,439,113509
2205,665,804,372,364,48439113510,48,439,113510
1442,372,335,308,427,48439113511,48,439,113511
2425,906,852,248,419,48439113512,48,439,113512
2177,727,696,167,587,48439113513,48,439,113513
1633,398,665,163,407,48439113514,48,439,113514
1646,413,616,159,458,48439113516,48,439,113516
1680,540,546,287,307,48439113517,48,439,113517
2841,1116,1124,402,199,48439113518,48,439,113518
2676,829,849,363,635,48439113519,48,439,113519
2191,837,842,229,283,48439113520,48,439,113520
1744,620,610,246,268,48439113607,48,439,113607
4645,643,1601,966,1435,48439113610,48,439,113610
1507,266,647,229,365,48439113611,48,439,113611
