S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
982,283,379,112,208,48145000800,48,145,000800
1100,273,389,132,306,48147950100,48,147,950100
1217,308,450,190,269,48147950300,48,147,950300
1073,463,254,189,167,48147950401,48,147,950401
2466,848,816,371,431,48147950402,48,147,950402
1050,293,352,131,274,48147950500,48,147,950500
932,303,278,153,198,48147950600,48,147,950600
1729,347,592,309,481,48147950701,48,147,950701
1232,215,516,195,306,48147950702,48,147,950702
1654,311,734,301,308,48147950800,48,147,950800
826,217,407,102,100,48149970100,48,149,970100
930,192,480,146,112,48149970200,48,149,970200
2110,618,822,163,507,48149970300,48,149,970300
1396,301,605,97,393,48149970400,48,149,970400
1335,248,641,197,249,48149970500,48,149,970500
1793,486,690,278,339,48149970600,48,149,970600
745,179,380,62,124,48149970700,48,149,970700
731,198,248,135,150,48151950300,48,151,950300
870,351,274,111,134,48151950400,48,151,950400
923,247,296,167,213,48153950500,48,153,950500
1348,377,478,156,337,48153950600,48,153,950600
533,166,220,93,54,48155950100,48,155,950100
1792,249,364,330,849,48157670101,48,157,670101
958,182,220,125,431,48157670102,48,157,670102
2315,432,628,366,889,48157670200,48,157,670200
1130,246,345,267,272,48157670300,48,157,670300
1619,375,465,196,583,48157670400,48,157,670400
1673,313,620,333,407,48157670500,48,157,670500
3113,437,1024,813,839,48157670601,48,157,670601
587,96,110,117,264,48157670602,48,157,670602
2400,364,867,361,808,48157670700,48,157,670700
4775,562,989,880,2344,48157670800,48,157,670800
3957,451,1223,991,1292,48157670901,48,157,670901
2549,426,407,653,1063,48157670902,48,157,670902
2224,563,975,260,426,48157671001,48,157,671001
2405,689,772,325,619,48157671002,48,157,671002
2763,561,838,565,799,48157671100,48,157,671100
2097,539,559,379,620,48157671200,48,157,671200
1271,187,401,168,515,48157671300,48,157,671300
3224,748,1210,643,623,48157671400,48,157,671400
2608,416,816,558,818,48157671501,48,157,671501
492,67,115,152,158,48157671502,48,157,671502
2802,805,1150,373,474,48157671601,48,157,671601
1184,159,483,238,304,48157671602,48,157,671602
2171,492,976,351,352,48157671700,48,157,671700
1253,169,461,252,371,48157671800,48,157,671800
1418,309,474,285,350,48157671900,48,157,671900
2591,471,957,413,750,48157672001,48,157,672001
2815,884,1064,351,516,48157672002,48,157,672002
1853,480,804,282,287,48157672100,48,157,672100
1636,503,589,193,351,48157672200,48,157,672200
2354,485,725,459,685,48157672301,48,157,672301
3140,493,973,742,932,48157672302,48,157,672302
2625,431,574,557,1063,48157672400,48,157,672400
2340,438,608,463,831,48157672500,48,157,672500
3047,409,838,498,1302,48157672601,48,157,672601
1784,157,335,299,993,48157672602,48,157,672602
3439,293,646,540,1960,48157672701,48,157,672701
2156,95,571,528,962,48157672702,48,157,672702
2323,333,523,580,887,48157672800,48,157,672800
16932,1166,4502,3716,7548,48157672900,48,157,672900
2498,334,784,608,772,48157673001,48,157,673001
3019,355,1084,637,943,48157673002,48,157,673002
3754,315,1116,1000,1323,48157673003,48,157,673003
20705,1557,4181,4690,10277,48157673101,48,157,673101
6057,1117,1667,1069,2204,48157673102,48,157,673102
5793,417,1498,1184,2694,48157673200,48,157,673200
2686,176,1473,344,693,48157673300,48,157,673300
8969,1012,2480,1797,3680,48157673400,48,157,673400
3198,349,1378,587,884,48157673500,48,157,673500
2479,549,892,295,743,48157673600,48,157,673600
4,0,0,0,4,48157673700,48,157,673700
2629,261,738,387,1243,48157673800,48,157,673800
2752,261,906,623,962,48157673901,48,157,673901
3391,349,790,677,1575,48157673902,48,157,673902
3208,1119,781,652,656,48157674000,48,157,674000
2659,568,752,482,857,48157674100,48,157,674100
1782,126,853,315,488,48157674200,48,157,674200
2801,154,889,666,1092,48157674300,48,157,674300
6130,337,1561,1472,2760,48157674400,48,157,674400
4188,765,1021,760,1642,48157674501,48,157,674501
6467,805,1075,883,3704,48157674502,48,157,674502
1409,281,534,228,366,48157674601,48,157,674601
2749,202,916,606,1025,48157674602,48,157,674602
1982,305,668,406,603,48157674603,48,157,674603
1393,144,299,323,627,48157674604,48,157,674604
5239,1138,2034,936,1131,48157674700,48,157,674700
2046,643,624,241,538,48157674800,48,157,674800
1634,340,282,342,670,48157674900,48,157,674900
960,232,185,120,423,48157675000,48,157,675000
3936,944,1045,961,986,48157675100,48,157,675100
1866,440,613,238,575,48157675200,48,157,675200
2204,668,422,350,764,48157675300,48,157,675300
2719,508,626,498,1087,48157675400,48,157,675400
6963,1074,2154,1208,2527,48157675500,48,157,675500
2331,346,842,328,815,48157675600,48,157,675600
2308,511,710,515,572,48157675700,48,157,675700
1160,267,327,279,287,48157675800,48,157,675800
1979,388,858,307,426,48159950100,48,159,950100
914,309,199,194,212,48159950200,48,159,950200
1072,321,408,100,243,48159950300,48,159,950300
1804,497,671,354,282,48161000100,48,161,000100
444,163,119,51,111,48161000200,48,161,000200
513,124,136,85,168,48161000300,48,161,000300
902,304,281,111,206,48161000400,48,161,000400
1389,305,649,194,241,48161000600,48,161,000600
1031,252,351,93,335,48161000700,48,161,000700
675,234,229,68,144,48161000900,48,161,000900
2126,621,688,283,534,48163950100,48,163,950100
1396,224,472,241,459,48163950200,48,163,950200
1020,260,306,107,347,48163950300,48,163,950300
1120,276,284,125,435,48165950100,48,165,950100
2856,455,784,433,1184,48165950200,48,165,950200
1836,400,564,263,609,48165950300,48,165,950300
1944,337,724,349,534,48167720100,48,167,720100
1737,430,638,242,427,48167720200,48,167,720200
788,104,307,147,230,48167720301,48,167,720301
2173,286,670,442,775,48167720302,48,167,720302
2622,215,709,480,1218,48167720400,48,167,720400
1431,124,531,265,511,48167720501,48,167,720501
3629,564,1054,569,1442,48167720502,48,167,720502
5255,531,1514,1244,1966,48167720503,48,167,720503
5573,1355,1803,1023,1392,48167720600,48,167,720600
4140,999,999,806,1336,48167720700,48,167,720700
1477,458,626,51,342,48167720800,48,167,720800
1942,529,640,299,474,48167720900,48,167,720900
806,181,349,84,192,48167721000,48,167,721000
4218,649,1444,845,1280,48167721100,48,167,721100
7915,1397,2834,1225,2459,48167721201,48,167,721201
2460,350,596,540,974,48167721202,48,167,721202
2001,673,616,303,409,48167721300,48,167,721300
3259,671,1275,811,502,48167721400,48,167,721400
3553,1355,1296,356,546,48167721500,48,167,721500
825,134,346,64,281,48167721600,48,167,721600
3289,802,1038,550,899,48167721700,48,167,721700
1851,417,785,335,314,48167721800,48,167,721800
3890,1248,1100,758,784,48167721900,48,167,721900
2070,188,1106,453,323,48167722001,48,167,722001
1354,334,620,235,165,48167722002,48,167,722002
2431,503,803,414,711,48167722100,48,167,722100
1197,394,417,202,184,48167722200,48,167,722200
2067,326,618,343,780,48167722300,48,167,722300
926,244,345,150,187,48167722600,48,167,722600
1796,437,660,406,293,48167722700,48,167,722700
881,285,183,144,269,48167722800,48,167,722800
1045,355,306,159,225,48167722900,48,167,722900
1375,562,393,190,230,48167723000,48,167,723000
1461,584,499,204,174,48167723100,48,167,723100
1683,223,661,258,541,48167723200,48,167,723200
2384,423,764,435,762,48167723300,48,167,723300
2536,453,1138,419,526,48167723400,48,167,723400
423,74,174,79,96,48167723501,48,167,723501
3214,668,1161,835,550,48167723502,48,167,723502
1717,490,606,182,439,48167723600,48,167,723600
962,357,282,137,186,48167723700,48,167,723700
2027,542,1086,160,239,48167723800,48,167,723800
1027,314,362,184,167,48167723900,48,167,723900
213,54,67,65,27,48167724000,48,167,724000
585,333,189,40,23,48167724101,48,167,724101
1285,532,477,156,120,48167724200,48,167,724200
1371,691,491,71,118,48167724300,48,167,724300
1463,626,619,63,155,48167724400,48,167,724400
532,279,216,15,22,48167724500,48,167,724500
720,313,128,103,176,48167724600,48,167,724600
707,248,256,94,109,48167724700,48,167,724700
585,248,161,57,119,48167724800,48,167,724800
683,209,283,106,85,48167724900,48,167,724900
819,344,282,84,109,48167725000,48,167,725000
753,214,211,197,131,48167725100,48,167,725100
795,294,138,145,218,48167725200,48,167,725200
814,175,296,166,177,48167725300,48,167,725300
1537,573,398,311,255,48167725400,48,167,725400
504,175,223,73,33,48167725500,48,167,725500
2207,870,846,274,217,48167725600,48,167,725600
908,217,376,185,130,48167725700,48,167,725700
1674,410,647,320,297,48167725800,48,167,725800
1351,649,492,143,67,48167725900,48,167,725900
565,141,255,67,102,48167726000,48,167,726000
1236,461,522,152,101,48167726100,48,167,726100
777,182,234,60,301,48167726200,48,167,726200
0,0,0,0,0,48167990000,48,167,990000
1543,298,655,173,417,48169950100,48,169,950100
1789,541,821,182,245,48171950100,48,171,950100
1817,451,822,257,287,48171950200,48,171,950200
2912,949,1224,353,386,48171950300,48,171,950300
2617,802,924,363,528,48171950400,48,171,950400
1559,492,676,161,230,48171950500,48,171,950500
403,32,193,53,125,48173950100,48,173,950100
1581,435,635,216,295,48175960100,48,175,960100
1146,282,485,235,144,48175960200,48,175,960200
1216,302,405,170,339,48177000100,48,177,000100
1890,465,630,324,471,48177000200,48,177,000200
1280,458,280,286,256,48177000300,48,177,000300
773,157,244,184,188,48177000400,48,177,000400
1304,312,399,166,427,48177000500,48,177,000500
901,149,315,146,291,48177000600,48,177,000600
1268,355,427,191,295,48179950100,48,179,950100
1646,335,635,280,396,48179950300,48,179,950300
1704,616,641,217,230,48179950400,48,179,950400
1026,328,283,169,246,48179950500,48,179,950500
808,228,264,114,202,48179950600,48,179,950600
792,244,303,111,134,48179950700,48,179,950700
640,172,157,106,205,48179950800,48,179,950800
1947,372,860,356,359,48181000101,48,181,000101
1235,298,318,282,337,48181000102,48,181,000102
938,231,316,173,218,48181000200,48,181,000200
1853,474,643,309,427,48181000302,48,181,000302
2161,869,869,109,314,48181000303,48,181,000303
1442,496,691,132,123,48181000304,48,181,000304
1101,372,329,155,245,48181000400,48,181,000400
1504,566,438,276,224,48181000501,48,181,000501
514,164,150,60,140,48181000502,48,181,000502
1408,306,671,212,219,48181000600,48,181,000600
1518,450,501,320,247,48181000700,48,181,000700
2152,547,725,278,602,48181000800,48,181,000800
1710,559,549,203,399,48181000901,48,181,000901
3059,1428,792,524,315,48181000902,48,181,000902
1789,518,535,296,440,48181001101,48,181,001101
2844,739,1169,297,639,48181001102,48,181,001102
2390,637,1032,265,456,48181001200,48,181,001200
1542,655,395,171,321,48181001300,48,181,001300
1662,465,430,267,500,48181001400,48,181,001400
2213,449,468,605,691,48181001500,48,181,001500
2165,683,626,434,422,48181001700,48,181,001700
2409,591,880,340,598,48181001801,48,181,001801
1732,359,642,271,460,48181001802,48,181,001802
2281,331,784,545,621,48181001803,48,181,001803
3954,943,1309,649,1053,48181001900,48,181,001900
931,322,179,144,286,48181002000,48,181,002000
2967,1150,1063,313,441,48183000200,48,183,000200
2005,589,824,231,361,48183000300,48,183,000300
1612,696,497,208,211,48183000401,48,183,000401
1615,798,482,185,150,48183000402,48,183,000402
2170,652,1073,140,305,48183000501,48,183,000501
2080,805,538,430,307,48183000502,48,183,000502
3338,871,1239,483,745,48183000600,48,183,000600
1992,500,608,338,546,48183000700,48,183,000700
2160,457,521,368,814,48183000800,48,183,000800
1125,446,212,151,316,48183000900,48,183,000900
745,135,225,149,236,48183001000,48,183,001000
1258,395,380,192,291,48183001100,48,183,001100
833,191,178,174,290,48183001200,48,183,001200
1398,355,484,174,385,48183001300,48,183,001300
1378,577,290,265,246,48183001400,48,183,001400
1266,402,350,214,300,48183001500,48,183,001500
2012,187,1008,306,511,48183010100,48,183,010100
2802,736,1138,432,496,48183010200,48,183,010200
1850,439,622,335,454,48183010301,48,183,010301
2051,347,640,445,619,48183010302,48,183,010302
2796,480,995,489,832,48183010400,48,183,010400
1965,498,736,327,404,48183010500,48,183,010500
2601,721,1063,397,420,48183010600,48,183,010600
1432,505,262,167,498,48183010700,48,183,010700
9,4,5,0,0,48183980000,48,183,980000
1575,399,385,424,367,48185180101,48,185,180101
1717,380,822,161,354,48185180102,48,185,180102
2479,663,749,319,748,48185180200,48,185,180200
1921,372,837,349,363,48185180301,48,185,180301
1259,383,408,143,325,48185180302,48,185,180302
60,5,50,0,5,48185180400,48,185,180400
1497,473,480,235,309,48187210100,48,187,210100
1513,300,481,384,348,48187210200,48,187,210200
2150,749,523,379,499,48187210300,48,187,210300
1658,426,582,305,345,48187210400,48,187,210400
2037,235,832,293,677,48187210504,48,187,210504
1571,198,384,334,655,48187210505,48,187,210505
1071,232,380,151,308,48187210506,48,187,210506
2321,314,776,298,933,48187210507,48,187,210507
1112,169,390,202,351,48187210508,48,187,210508
749,160,330,100,159,48187210603,48,187,210603
4384,803,1165,1015,1401,48187210604,48,187,210604
1152,359,431,169,193,48187210606,48,187,210606
3088,471,965,635,1017,48187210607,48,187,210607
1493,342,379,320,452,48187210608,48,187,210608
1475,323,430,352,370,48187210705,48,187,210705
2115,537,762,341,475,48187210706,48,187,210706
2156,516,703,491,446,48187210707,48,187,210707
1956,228,606,575,547,48187210708,48,187,210708
1636,204,590,357,485,48187210709,48,187,210709
1445,178,621,224,422,48187210710,48,187,210710
1144,118,459,140,427,48187210711,48,187,210711
1566,74,556,384,552,48187210712,48,187,210712
2440,251,623,562,1004,48187210713,48,187,210713
3155,547,831,536,1241,48187210714,48,187,210714
2098,748,800,131,419,48187210801,48,187,210801
1497,351,613,211,322,48187210803,48,187,210803
1604,376,584,222,422,48187210804,48,187,210804
2174,618,834,302,420,48187210901,48,187,210901
1853,409,800,348,296,48187210902,48,187,210902
1360,439,265,281,375,48189950100,48,189,950100
1091,242,323,287,239,48189950200,48,189,950200
2458,685,877,167,729,48189950300,48,189,950300
1412,325,448,178,461,48189950400,48,189,950400
1000,258,313,205,224,48189950500,48,189,950500
1112,292,397,161,262,48189950600,48,189,950600
1015,272,337,170,236,48189950700,48,189,950700
498,146,173,85,94,48189950800,48,189,950800
987,169,322,171,325,48189950900,48,189,950900
1267,421,451,163,232,48191950500,48,191,950500
875,240,348,133,154,48193950100,48,193,950100
832,181,430,93,128,48193950200,48,193,950200
1282,424,508,72,278,48193950300,48,193,950300
530,144,139,78,169,48195950100,48,195,950100
1308,330,439,158,381,48195950300,48,195,950300
1596,441,583,246,326,48197950100,48,197,950100
1321,383,551,96,291,48199030100,48,199,030100
2154,530,550,287,787,48199030200,48,199,030200
4274,1157,1384,682,1051,48199030300,48,199,030300
766,267,226,81,192,48199030400,48,199,030400
1526,243,579,266,438,48199030501,48,199,030501
3001,589,1120,519,773,48199030502,48,199,030502
1404,270,431,319,384,48199030600,48,199,030600
1480,432,470,262,316,48199030700,48,199,030700
1551,542,551,181,277,48199030800,48,199,030800
1641,299,679,295,368,48199030900,48,199,030900
1508,345,668,138,357,48199031000,48,199,031000
3124,2069,921,82,52,48201100000,48,201,100000
46,18,28,0,0,48201210100,48,201,210100
1563,591,271,336,365,48201210400,48,201,210400
1784,374,465,386,559,48201210500,48,201,210500
2103,603,632,442,426,48201210600,48,201,210600
749,102,223,229,195,48201210700,48,201,210700
847,278,262,83,224,48201210800,48,201,210800
564,219,172,86,87,48201210900,48,201,210900
707,297,135,71,204,48201211000,48,201,211000
1903,728,461,285,429,48201211100,48,201,211100
1012,379,453,36,144,48201211200,48,201,211200
2105,936,464,269,436,48201211300,48,201,211300
1453,461,503,158,331,48201211400,48,201,211400
1905,425,503,225,752,48201211500,48,201,211500
1160,436,293,131,300,48201211600,48,201,211600
1458,452,403,217,386,48201211700,48,201,211700
1446,184,414,265,583,48201211900,48,201,211900
1598,675,329,159,435,48201212300,48,201,212300
909,163,326,125,295,48201212400,48,201,212400
1348,464,374,111,399,48201212500,48,201,212500
677,161,190,128,198,48201220100,48,201,220100
862,282,196,113,271,48201220200,48,201,220200
1237,182,330,203,522,48201220300,48,201,220300
1267,209,431,135,492,48201220400,48,201,220400
1742,1007,450,80,205,48201220500,48,201,220500
1068,209,102,217,540,48201220600,48,201,220600
1914,374,456,320,764,48201220700,48,201,220700
1078,284,182,131,481,48201220800,48,201,220800
492,127,90,91,184,48201220900,48,201,220900
1105,190,210,179,526,48201221000,48,201,221000
981,132,191,182,476,48201221100,48,201,221100
1674,306,280,297,791,48201221200,48,201,221200
2521,376,394,423,1328,48201221300,48,201,221300
1801,507,265,368,661,48201221400,48,201,221400
2701,843,419,500,939,48201221500,48,201,221500
2443,374,396,465,1208,48201221600,48,201,221600
2277,287,447,501,1042,48201221700,48,201,221700
1080,158,244,143,535,48201221800,48,201,221800
1308,249,274,164,621,48201221900,48,201,221900
560,110,112,93,245,48201222000,48,201,222000
1407,135,332,197,743,48201222100,48,201,222100
1007,253,123,267,364,48201222200,48,201,222200
