S1201_C01_001E,S1201_C01_017E,S1201_C01_018E,S1201_C01_019E,S1201_C01_020E,S1201_C01_021E,S1201_C01_022E,S1201_C01_023E,S1201_C01_024E,S1201_C01_025E,S1201_C01_026E,S1201_C02_001E,S1201_C03_001E,S1201_C04_001E,S1201_C05_001E,S1201_C06_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
2965,2919,1626,1062,0,0,0,231,46,1233,673,32.7,6.8,10.1,6.1,44.2,48201233001,48,201,233001
4150,4070,1947,1509,0,385,0,229,80,1764,455,43.5,4.6,13.3,3.9,34.8,48201233002,48,201,233002
2036,1977,1696,169,22,8,9,73,59,1161,670,51.0,4.6,7.6,0.9,35.8,48201233003,48,201,233003
3280,3280,2706,210,38,0,0,326,0,2458,557,48.1,3.9,5.0,1.9,41.1,48201233101,48,201,233101
4878,4821,4576,0,48,0,0,197,57,4272,563,41.1,3.5,5.3,5.9,44.2,48201233102,48,201,233102
3745,3696,3552,67,0,11,0,66,49,3180,476,45.3,3.5,8.4,3.6,39.2,48201233103,48,201,233103
4775,4775,4374,121,8,68,0,204,0,3646,940,52.0,4.9,7.5,1.3,34.2,48201233200,48,201,233200
3297,3199,2936,0,137,0,0,126,98,3066,231,45.3,4.6,8.3,3.9,37.8,48201233300,48,201,233300
1984,1978,1613,262,5,0,0,98,6,1488,228,41.3,7.1,11.4,3.0,37.1,48201233400,48,201,233400
6235,6235,5706,109,20,0,0,400,0,5377,729,48.0,3.2,9.4,4.5,34.9,48201233500,48,201,233500
1602,1584,679,864,0,0,0,41,18,719,23,36.3,7.4,10.4,1.2,44.7,48201233600,48,201,233600
4074,4026,2998,730,30,0,0,268,48,2851,485,42.4,5.0,6.9,3.3,42.4,48201233701,48,201,233701
2044,2044,1656,39,73,0,0,276,0,1915,64,56.0,3.0,5.1,3.4,32.5,48201233702,48,201,233702
1868,1868,1595,36,17,0,0,220,0,1518,314,52.0,5.2,7.8,1.3,33.6,48201233703,48,201,233703
2748,2666,1404,816,72,52,45,277,82,1492,265,40.6,0.6,8.9,3.6,46.3,48201240100,48,201,240100
6000,5883,4201,955,0,66,0,661,117,3591,1318,53.2,4.3,9.5,1.8,31.1,48201240400,48,201,240400
4636,4353,2448,1538,24,86,0,257,283,2796,136,36.7,0.9,12.0,3.2,47.1,48201240501,48,201,240501
3579,3558,2247,1069,0,36,0,206,21,2362,127,38.6,2.2,5.7,7.3,46.3,48201240502,48,201,240502
1917,1885,1073,742,25,0,0,45,32,1124,56,28.0,2.3,7.7,6.6,55.4,48201240600,48,201,240600
10777,10627,5739,3472,0,308,0,1108,150,5934,982,49.5,2.9,4.5,4.3,38.8,48201240701,48,201,240701
9747,9548,4895,3098,49,308,0,1198,199,4816,1517,42.3,2.7,13.3,1.8,39.9,48201240702,48,201,240702
4356,4297,2259,1414,14,0,0,610,59,1831,1095,33.4,2.4,9.8,5.3,49.2,48201240801,48,201,240801
5013,4964,2293,2274,0,113,0,284,49,1693,919,41.8,2.6,17.1,2.0,36.5,48201240802,48,201,240802
8102,7854,4379,2704,80,67,63,561,248,3705,1036,52.7,2.3,9.7,4.1,31.2,48201240901,48,201,240901
12534,12298,6864,4571,18,734,0,111,236,4919,2284,49.6,5.6,11.1,1.7,32.1,48201240902,48,201,240902
7153,7023,4741,1494,15,186,241,346,130,2015,3138,45.8,4.3,9.8,1.3,38.8,48201241000,48,201,241000
3981,3880,2853,535,9,58,0,425,101,1501,1814,54.6,2.3,9.9,1.4,31.8,48201241101,48,201,241101
9920,9657,5223,2818,22,131,0,1463,263,3619,3006,48.3,4.0,10.0,1.7,36.0,48201241102,48,201,241102
3329,3329,2314,598,5,10,0,402,0,1379,1337,43.4,1.7,14.9,1.5,38.5,48201241103,48,201,241103
6339,6104,3654,1961,17,309,0,163,235,1978,2059,47.2,6.3,8.4,3.0,35.1,48201241200,48,201,241200
9516,9195,6140,1733,16,710,0,596,321,2030,4782,65.1,4.1,6.8,1.0,23.0,48201241300,48,201,241300
7872,7742,6195,1193,0,177,0,177,130,1780,4737,51.2,3.0,10.8,2.8,32.2,48201241400,48,201,241400
6233,6101,2913,2622,24,85,0,457,132,2486,993,32.6,3.8,14.5,6.0,43.1,48201241500,48,201,241500
7419,7142,3155,2472,0,220,87,1208,277,3297,1352,47.1,2.7,16.6,2.5,31.1,48201250100,48,201,250100
7381,7316,3400,3064,24,110,0,718,65,3311,964,49.7,6.5,8.1,4.7,31.0,48201250200,48,201,250200
9801,9721,4150,5004,53,188,7,319,80,2718,1773,41.2,1.8,10.5,7.4,39.1,48201250301,48,201,250301
8852,8708,5572,2410,0,404,0,322,144,2979,2955,56.6,4.0,11.6,1.3,26.5,48201250302,48,201,250302
9185,8972,6508,1745,20,243,87,369,213,2955,4066,57.9,2.9,10.4,1.3,27.6,48201250401,48,201,250401
16640,16424,11990,3825,59,309,0,241,216,3345,9062,60.2,4.7,10.5,1.2,23.3,48201250402,48,201,250402
4991,4911,3397,1013,34,279,0,188,80,1160,2547,46.9,6.0,8.0,3.5,35.6,48201250500,48,201,250500
5915,5873,3482,2102,0,33,52,204,42,2197,1663,37.5,2.9,16.2,6.0,37.3,48201250600,48,201,250600
4544,4502,3550,575,12,151,0,214,42,1311,2495,55.1,3.9,12.8,2.2,26.0,48201250701,48,201,250701
3784,3539,2779,372,13,191,0,184,245,873,2208,59.2,3.2,13.5,0.0,24.0,48201250702,48,201,250702
6879,6571,5906,356,0,209,0,100,308,661,5396,68.7,1.7,6.1,1.3,22.1,48201250800,48,201,250800
7955,7870,7466,160,0,178,0,66,85,801,6665,63.0,6.3,5.9,0.2,24.7,48201250900,48,201,250900
2258,2227,1860,122,0,177,0,68,31,409,1487,59.3,5.1,5.8,0.8,29.1,48201251000,48,201,251000
5814,5697,5051,212,41,47,0,346,117,1025,4478,57.4,6.4,12.0,1.2,23.0,48201251100,48,201,251100
5107,4863,4227,230,0,341,0,65,244,997,3310,59.1,4.2,9.8,0.9,25.9,48201251200,48,201,251200
5641,5559,5185,186,24,34,0,130,82,596,4710,68.6,3.6,5.1,0.5,22.2,48201251300,48,201,251300
2217,2155,1876,138,0,79,0,62,62,324,1634,63.3,3.2,8.0,0.3,25.1,48201251401,48,201,251401
4760,4520,4282,20,16,202,0,0,240,1160,3279,49.6,9.1,12.3,1.8,27.2,48201251402,48,201,251402
4391,4314,3560,63,0,625,0,66,77,489,3146,68.2,4.2,4.7,0.0,22.9,48201251501,48,201,251501
7246,7121,6592,148,0,183,0,198,125,847,6008,69.9,6.0,5.8,0.4,17.9,48201251502,48,201,251502
1832,1802,1569,108,0,97,0,28,30,176,1421,62.4,4.3,7.0,0.3,26.0,48201251503,48,201,251503
5305,5288,5074,70,0,0,0,144,17,1189,4013,63.9,2.2,5.6,0.8,27.5,48201251600,48,201,251600
6571,6450,6266,133,0,25,0,26,121,1003,5289,54.7,2.6,9.1,3.9,29.8,48201251700,48,201,251700
1649,1639,1597,22,0,7,0,13,10,443,1177,58.2,3.5,14.5,0.4,23.4,48201251800,48,201,251800
8703,8665,7782,413,116,37,0,317,38,2160,5924,59.9,5.4,8.5,1.0,25.2,48201251901,48,201,251901
5195,5142,4164,550,182,74,0,172,53,767,3580,53.6,7.0,12.3,3.3,23.8,48201251902,48,201,251902
15917,15467,10209,4159,364,450,0,285,450,4000,7015,57.3,4.6,11.0,1.4,25.7,48201252000,48,201,252000
1891,1884,1497,344,7,23,0,13,7,962,697,52.9,3.3,8.7,3.5,31.6,48201252100,48,201,252100
6756,6629,4611,1352,120,237,0,309,127,3806,1124,47.8,2.4,11.4,1.2,37.2,48201252200,48,201,252200
7063,6967,3972,2737,0,33,0,225,96,3426,754,40.8,5.5,9.2,2.3,42.1,48201252301,48,201,252301
10725,10498,7319,2507,14,166,0,492,227,6963,892,55.6,2.6,9.8,1.5,30.5,48201252302,48,201,252302
4831,4799,4403,127,0,0,0,269,32,2873,1817,49.2,8.8,8.4,2.5,31.0,48201252400,48,201,252400
3058,3024,2907,36,0,0,0,81,34,1893,1119,36.0,9.3,16.4,8.4,29.9,48201252500,48,201,252500
6117,6034,5809,0,0,0,0,225,83,4103,1975,42.4,4.9,10.5,5.1,37.2,48201252600,48,201,252600
3192,3057,2650,317,0,47,0,43,135,851,1911,54.1,7.5,5.8,2.3,30.2,48201252700,48,201,252700
5661,5576,2942,2065,0,177,0,392,85,1816,1533,45.7,6.7,10.8,2.8,34.0,48201252800,48,201,252800
7109,7009,6412,461,0,62,0,74,100,2437,4082,43.6,7.6,12.7,1.8,34.3,48201252900,48,201,252900
3333,3219,1863,1235,0,0,0,121,114,1226,843,36.5,8.8,16.0,4.0,34.9,48201253000,48,201,253000
9130,8983,6746,1681,0,303,0,253,147,4286,2786,58.5,4.8,6.2,0.6,30.0,48201253100,48,201,253100
7531,7386,6166,876,17,17,0,310,145,2278,4234,49.4,7.1,12.6,3.3,27.7,48201253200,48,201,253200
2690,2669,2080,263,0,53,0,273,21,911,1450,60.5,6.6,9.4,0.2,23.3,48201253300,48,201,253300
533,533,469,16,0,5,22,21,0,174,338,31.5,14.3,22.5,5.1,26.6,48201253400,48,201,253400
7089,6940,4120,2208,0,330,14,268,149,2266,2167,40.3,3.8,11.8,1.3,42.8,48201253500,48,201,253500
5426,5425,3736,1125,207,135,17,205,1,2525,1620,40.0,4.4,12.3,4.1,39.2,48201253600,48,201,253600
4598,4484,3021,1003,173,200,0,87,114,1802,1463,36.9,7.5,11.0,1.7,42.9,48201253700,48,201,253700
6109,5987,5085,473,0,86,0,343,122,3196,2350,50.3,5.1,11.2,3.7,29.7,48201253800,48,201,253800
3153,3001,2623,213,6,40,0,119,152,965,1827,35.5,9.7,18.3,3.1,33.4,48201253900,48,201,253900
2961,2927,2221,564,0,43,0,99,34,924,1396,44.5,3.0,12.4,4.6,35.4,48201254000,48,201,254000
3687,3529,2692,520,0,0,0,317,158,2122,937,41.5,7.1,13.1,5.5,32.8,48201254100,48,201,254100
2075,2000,1580,109,0,0,0,311,75,1518,411,47.3,4.8,11.1,1.5,35.3,48201254200,48,201,254200
3779,3691,2610,605,11,0,0,465,88,2182,933,46.1,5.3,10.7,2.1,35.8,48201254300,48,201,254300
2137,2082,1668,193,6,15,0,200,55,1664,242,48.6,5.8,11.3,3.2,31.1,48201254400,48,201,254400
1548,1520,843,391,0,10,0,276,28,1048,109,42.2,4.7,12.1,1.2,39.7,48201254500,48,201,254500
2807,2666,1761,301,0,7,0,597,141,2023,356,63.9,4.8,6.3,0.0,25.0,48201254600,48,201,254600
1775,1653,1351,201,0,38,0,63,122,636,866,49.2,6.3,16.9,1.7,26.0,48201254700,48,201,254700
4593,4504,2272,1576,3,208,0,445,89,1570,1201,24.4,4.5,12.3,4.4,54.4,48201310100,48,201,310100
1781,1680,1031,308,7,183,0,151,101,447,785,45.1,1.2,9.3,0.0,44.4,48201310200,48,201,310200
4012,3998,2584,191,0,37,0,1186,14,2844,940,39.7,6.6,12.9,4.5,36.3,48201310300,48,201,310300
2667,2630,2011,56,0,0,10,553,37,2473,128,40.3,8.3,11.1,3.3,36.9,48201310400,48,201,310400
3558,3525,2545,158,14,82,0,726,33,3124,181,36.2,4.2,9.7,2.6,47.2,48201310500,48,201,310500
4394,4288,3232,249,7,96,0,704,106,3473,589,43.9,8.6,7.6,1.9,38.0,48201310600,48,201,310600
3406,3383,2443,23,0,0,0,917,23,2778,582,43.3,3.8,9.1,2.4,41.4,48201310700,48,201,310700
2125,2085,1365,76,0,32,0,612,40,1778,227,42.9,4.6,7.5,3.0,42.0,48201310800,48,201,310800
4165,4091,2803,59,35,93,0,1101,74,3800,233,39.3,3.6,7.8,7.7,41.7,48201310900,48,201,310900
4648,4572,3415,0,0,0,0,1157,76,4394,254,46.2,4.5,6.2,9.5,33.7,48201311000,48,201,311000
4153,4125,2617,60,10,0,0,1438,28,4094,44,52.6,7.6,7.5,2.0,30.3,48201311100,48,201,311100
3874,3846,2914,117,10,9,0,796,28,3356,392,44.3,5.5,11.8,6.2,32.2,48201311200,48,201,311200
3902,3893,2699,11,0,135,0,1048,9,3680,83,50.1,2.8,7.3,1.9,37.9,48201311300,48,201,311300
1261,1247,515,234,8,0,0,490,14,1020,13,43.7,4.3,10.8,2.5,38.7,48201311400,48,201,311400
5574,5494,3613,82,46,50,0,1703,80,5312,130,48.6,2.8,8.8,3.6,36.3,48201311500,48,201,311500
2934,2918,1224,254,0,55,0,1385,16,2547,107,46.0,2.0,10.3,2.9,38.8,48201311600,48,201,311600
4125,4108,2954,382,47,50,0,675,17,3585,130,42.5,2.9,5.6,2.4,46.7,48201311700,48,201,311700
3380,3345,2203,56,0,126,0,960,35,3055,158,39.6,4.3,9.5,1.4,45.2,48201311800,48,201,311800
1972,1943,1199,27,22,68,0,627,29,1657,220,40.2,4.1,8.8,7.6,39.4,48201311900,48,201,311900
4442,4381,2063,1430,28,691,11,158,61,609,1562,12.7,1.9,4.5,0.8,80.0,48201312000,48,201,312000
4030,3962,2263,902,0,755,0,42,68,705,1600,1.0,0.0,0.8,0.0,98.2,48201312100,48,201,312100
1578,1568,99,1464,0,5,0,0,10,64,47,12.2,7.9,15.2,11.3,53.4,48201312200,48,201,312200
1632,1609,449,1082,0,47,0,31,23,258,232,26.5,6.4,10.9,1.9,54.3,48201312300,48,201,312300
1587,1569,194,1342,13,0,0,20,18,163,88,15.3,4.3,17.7,7.8,54.9,48201312400,48,201,312400
3252,3162,2016,615,31,420,0,80,90,586,1553,27.0,0.2,14.4,1.7,56.8,48201312500,48,201,312500
7265,6953,4875,861,0,989,0,228,312,1326,3699,38.0,2.2,6.6,0.2,53.0,48201312600,48,201,312600
1761,1700,330,1324,0,46,0,0,61,81,267,27.7,2.3,20.3,1.6,48.2,48201312700,48,201,312700
2229,2178,425,1597,0,130,0,26,51,232,220,3.9,3.4,8.7,4.5,79.5,48201312800,48,201,312800
3853,3789,563,3027,0,159,0,40,64,115,490,25.7,5.5,9.3,5.0,54.5,48201312900,48,201,312900
2321,2313,466,1764,0,24,0,59,8,211,327,23.6,7.2,20.5,3.6,45.1,48201313000,48,201,313000
3717,3674,2503,494,0,655,0,22,43,440,2098,41.9,5.1,7.5,0.2,45.3,48201313100,48,201,313100
3508,3508,710,2558,10,213,0,17,0,212,532,36.0,6.8,9.9,4.0,43.3,48201313200,48,201,313200
2029,1991,434,1517,12,18,0,10,38,290,173,26.2,7.9,14.7,6.7,44.5,48201313300,48,201,313300
2610,2577,411,2019,54,39,0,54,33,325,150,25.6,5.8,9.5,5.4,53.8,48201313400,48,201,313400
2152,2135,394,1686,0,0,0,55,17,368,81,18.9,7.2,12.2,5.5,56.3,48201313500,48,201,313500
3531,3502,813,2503,69,42,0,75,29,779,195,34.4,7.9,7.2,3.9,46.6,48201313600,48,201,313600
1899,1899,185,1686,0,15,0,13,0,138,100,28.8,11.4,10.5,2.7,46.6,48201313700,48,201,313700
3429,3429,365,3028,10,19,0,7,0,440,60,20.8,5.9,13.2,5.2,54.8,48201313800,48,201,313800
4366,4257,1870,1386,0,914,0,87,109,563,1355,27.0,2.7,6.4,1.9,61.8,48201313900,48,201,313900
2542,2520,1080,367,0,936,0,137,22,349,783,30.7,3.3,13.1,1.1,51.8,48201314001,48,201,314001
6433,6342,2561,1129,0,2537,0,115,91,378,2273,35.3,0.8,7.2,0.5,56.2,48201314002,48,201,314002
3328,3294,445,2658,0,133,0,58,34,265,248,29.9,1.3,13.9,5.9,49.0,48201314300,48,201,314300
3058,2974,1427,103,23,1372,0,49,84,321,1163,44.7,0.7,7.3,0.9,46.4,48201314400,48,201,314400
2259,2252,1427,101,11,64,0,649,7,2026,68,34.0,4.4,6.9,8.8,45.9,48201320100,48,201,320100
4343,4342,2366,39,17,512,21,1387,1,3508,266,41.2,3.5,3.7,6.2,45.4,48201320200,48,201,320200
3628,3496,2374,12,0,63,0,1047,132,3196,251,53.8,3.6,4.6,1.5,36.5,48201320500,48,201,320500
1943,1907,1312,74,58,7,4,452,36,1733,178,44.8,5.8,4.8,2.9,41.6,48201320601,48,201,320601
3841,3841,2267,169,0,0,0,1405,0,3375,297,46.4,3.2,4.9,6.1,39.3,48201320602,48,201,320602
3667,3627,2189,480,19,300,0,639,40,2564,344,43.1,3.2,9.1,3.1,41.5,48201320700,48,201,320700
3793,3762,3153,7,127,0,0,475,31,3494,261,45.6,5.4,5.9,8.3,34.8,48201320800,48,201,320800
5620,5498,4694,257,0,25,0,522,122,4708,618,43.5,3.6,8.0,1.9,43.0,48201320900,48,201,320900
7196,6962,5721,739,0,53,0,449,234,5537,821,40.6,5.1,11.0,3.7,39.6,48201321000,48,201,321000
6571,6387,4385,963,16,656,0,367,184,3934,1018,48.3,3.6,7.8,2.8,37.5,48201321100,48,201,321100
2689,2681,2162,230,105,39,0,145,8,2086,317,36.1,3.2,5.5,7.4,47.8,48201321200,48,201,321200
4778,4695,3905,510,0,40,0,240,83,3701,453,38.1,3.5,5.5,7.7,45.2,48201321300,48,201,321300
3433,3433,2782,8,0,21,0,622,0,3120,284,46.5,6.4,7.0,2.5,37.6,48201321401,48,201,321401
3418,3400,2800,0,0,0,0,600,18,2902,516,54.1,3.0,6.6,4.0,32.2,48201321402,48,201,321402
2179,2136,1765,100,10,0,0,261,43,1917,109,42.2,5.2,7.8,7.7,37.2,48201321500,48,201,321500
5049,4781,4284,65,17,21,0,394,268,4050,811,47.5,5.1,7.2,2.1,38.0,48201321600,48,201,321600
2691,2661,2127,15,0,19,0,500,30,2129,511,43.8,6.2,8.4,4.7,36.8,48201321700,48,201,321700
3126,3107,2233,27,0,0,0,847,19,2885,195,44.2,7.0,8.4,1.5,38.8,48201321800,48,201,321800
4433,4405,4217,12,82,16,0,78,28,3846,559,47.5,5.9,5.4,8.2,32.9,48201321900,48,201,321900
3527,3479,3062,171,96,0,0,150,48,2945,379,40.2,2.7,7.7,5.8,43.5,48201322000,48,201,322000
3019,3009,2893,26,0,0,0,90,10,2531,462,41.4,6.1,7.5,5.6,39.5,48201322100,48,201,322100
1231,1201,1082,4,6,10,0,99,30,1055,150,48.6,7.5,11.5,4.7,27.8,48201322200,48,201,322200
4232,4200,3911,68,7,6,0,208,32,2934,1216,43.8,3.8,13.0,2.6,36.9,48201322600,48,201,322600
4823,4799,4413,46,89,0,0,251,24,3542,1219,49.7,5.1,10.2,2.5,32.5,48201322700,48,201,322700
5066,5066,4845,0,24,42,0,155,0,4383,617,49.8,4.8,10.0,5.5,29.8,48201322800,48,201,322800
3051,3051,2967,0,43,0,0,41,0,2767,284,48.5,3.6,11.4,2.8,33.7,48201322900,48,201,322900
4668,4452,4254,48,28,1,0,121,216,4242,377,47.7,1.9,10.4,7.1,32.9,48201323000,48,201,323000
2735,2735,2522,194,0,0,19,0,0,2325,206,41.2,3.3,10.3,3.3,41.8,48201323100,48,201,323100
4388,4289,3980,81,0,42,0,186,99,3307,959,46.0,8.0,9.8,3.1,33.1,48201323200,48,201,323200
2503,2471,2219,158,0,22,0,72,32,1808,483,42.4,6.4,9.6,9.4,32.1,48201323300,48,201,323300
6039,5984,5577,119,0,106,0,182,55,5204,608,46.4,2.1,7.3,5.7,38.5,48201323400,48,201,323400
3865,3783,3338,335,18,0,0,92,82,2962,559,36.0,3.3,15.4,6.3,39.1,48201323500,48,201,323500
6801,6634,5406,274,367,254,0,333,167,3682,2470,43.2,5.7,15.0,2.2,33.9,48201323600,48,201,323600
3864,3663,3284,141,0,65,6,167,201,1924,1575,44.9,8.1,11.2,3.5,32.3,48201323701,48,201,323701
2620,2619,2408,3,6,202,0,0,1,1318,1092,44.1,5.4,15.3,1.3,33.9,48201323702,48,201,323702
2991,2925,2870,0,0,0,0,55,66,2178,787,44.6,5.3,10.6,1.3,38.2,48201323801,48,201,323801
3670,3604,3186,99,162,59,0,98,66,2584,851,51.1,4.9,7.8,4.6,31.6,48201323802,48,201,323802
2931,2836,2574,123,0,24,0,115,95,1564,1163,34.5,10.8,18.9,3.3,32.5,48201323900,48,201,323900
4449,4378,3887,69,0,339,8,75,71,1818,2161,52.3,3.3,15.8,3.9,24.7,48201324000,48,201,324000
3718,3718,3450,64,34,0,0,170,0,3308,346,48.4,6.1,7.6,3.0,34.9,48201324100,48,201,324100
888,888,602,16,0,0,0,270,0,835,37,43.9,6.2,12.5,3.4,34.0,48201324200,48,201,324200
7241,7186,2661,4357,0,13,0,155,55,2816,106,33.9,5.4,5.5,2.7,52.5,48201330100,48,201,330100
3452,3452,1879,1414,0,0,0,159,0,1922,95,46.4,4.3,4.8,2.4,42.0,48201330200,48,201,330200
6883,6657,3868,1614,43,196,30,906,226,4865,119,48.5,0.8,6.5,3.1,41.2,48201330301,48,201,330301
5115,5061,2373,1935,0,62,0,691,54,2935,184,42.1,6.3,6.8,2.8,42.0,48201330302,48,201,330302
3398,3317,1755,1381,0,24,0,157,81,1388,590,31.8,6.5,16.0,5.7,40.0,48201330303,48,201,330303
3653,3632,1978,1412,0,0,0,242,21,2021,233,39.9,4.5,9.8,1.7,44.0,48201330400,48,201,330400
3812,3770,1786,1489,0,134,0,361,42,2074,107,41.8,4.4,3.0,2.3,48.5,48201330500,48,201,330500
5881,5881,2483,2922,29,0,0,447,0,2775,228,46.4,3.1,9.2,2.2,39.1,48201330600,48,201,330600
7057,6932,3802,2535,0,154,0,441,125,4005,238,37.6,4.1,8.1,4.4,45.8,48201330700,48,201,330700
10223,10192,3215,6346,0,300,0,331,31,2858,750,52.9,2.1,8.5,2.7,33.8,48201330800,48,201,330800
9717,9526,3652,5380,0,262,0,232,191,3297,818,30.4,3.1,10.6,4.1,51.7,48201330900,48,201,330900
3292,3262,821,2012,32,0,0,397,30,1148,109,21.7,7.4,14.2,4.6,52.1,48201331100,48,201,331100
2348,2307,130,2149,2,26,0,0,41,97,35,23.0,8.2,15.2,5.9,47.7,48201331200,48,201,331200
4525,4525,722,3614,0,15,0,174,0,799,97,27.6,9.6,10.1,5.9,46.9,48201331300,48,201,331300
1869,1829,0,1753,0,76,0,0,40,0,0,12.0,12.1,12.1,14.5,49.2,48201331400,48,201,331400
8026,8026,806,6788,94,20,0,318,0,808,289,33.9,5.2,15.0,2.3,43.6,48201331500,48,201,331500
5724,5707,415,5111,0,90,0,91,17,453,61,24.7,6.4,10.4,5.8,52.8,48201331601,48,201,331601
1417,1364,275,965,0,103,0,21,53,314,107,34.2,6.1,13.8,1.7,44.2,48201331602,48,201,331602
3289,3197,319,2473,10,40,0,355,92,689,77,35.5,7.7,11.6,2.0,43.2,48201331700,48,201,331700
3051,3027,469,2491,0,20,0,47,24,463,77,20.1,6.1,15.7,4.7,53.4,48201331800,48,201,331800
3157,3141,704,2328,0,0,0,109,16,783,46,31.6,8.3,13.3,2.3,44.6,48201331900,48,201,331900
4414,4346,1053,3107,34,60,0,92,68,1124,164,28.1,8.5,10.6,4.0,48.8,48201332000,48,201,332000
2546,2546,1211,1180,0,0,0,155,0,1371,0,32.9,7.7,8.6,3.6,47.2,48201332100,48,201,332100
3673,3511,1053,2386,0,0,0,72,162,1254,30,28.4,8.4,11.8,5.9,45.4,48201332200,48,201,332200
2655,2655,550,1952,0,0,0,153,0,693,19,28.4,11.5,5.1,4.9,50.1,48201332300,48,201,332300
3482,3281,404,2764,0,0,45,68,201,492,0,36.5,10.9,11.7,4.9,36.1,48201332400,48,201,332400
2471,2441,1106,1210,6,0,0,119,30,1091,164,35.6,8.2,9.8,9.6,36.8,48201332500,48,201,332500
5464,5237,3015,1708,0,13,0,501,227,3403,172,47.8,6.1,4.9,2.1,39.1,48201332600,48,201,332600
2010,2010,1658,11,0,23,0,318,0,1917,59,45.7,5.0,10.0,1.5,37.8,48201332700,48,201,332700
3631,3625,2761,537,0,0,0,327,6,2930,183,35.3,3.7,10.6,6.7,43.6,48201332800,48,201,332800
3632,3617,2772,189,72,36,0,548,15,3166,220,40.0,3.5,10.0,5.8,40.7,48201332900,48,201,332900
3112,3045,2200,59,17,0,0,769,67,2739,296,52.6,3.4,4.9,3.0,36.1,48201333000,48,201,333000
3545,3537,1885,528,0,970,0,154,8,1754,298,42.8,5.4,8.2,3.5,40.0,48201333100,48,201,333100
3752,3742,1624,816,0,136,0,1166,10,2561,275,39.7,3.7,8.8,5.2,42.6,48201333201,48,201,333201
4379,4379,1633,1811,0,149,0,786,0,2126,425,28.3,6.7,10.6,7.9,46.5,48201333202,48,201,333202
7695,7578,5741,977,0,179,0,681,117,5914,508,33.6,2.9,10.0,7.6,45.9,48201333300,48,201,333300
4409,4409,2271,1146,20,0,23,949,0,2902,341,34.9,5.1,5.8,2.8,51.4,48201333500,48,201,333500
3360,3307,1705,191,0,38,0,1373,53,2455,648,44.8,5.6,5.3,5.1,39.2,48201333600,48,201,333600
2625,2580,1884,125,43,162,0,366,45,2105,219,46.1,6.2,7.5,2.3,37.9,48201333700,48,201,333700
8484,8433,5650,1522,91,191,0,979,51,6309,579,49.2,2.9,8.5,3.6,35.8,48201333800,48,201,333800
7612,7259,3827,1116,44,1467,19,786,353,4267,479,54.3,3.0,3.8,4.4,34.5,48201333901,48,201,333901
7553,7297,5139,946,0,509,0,703,256,4790,1169,48.2,1.5,3.7,0.8,45.8,48201333902,48,201,333902
2778,2778,1041,966,0,604,0,167,0,822,469,33.7,5.9,9.7,9.6,41.1,48201334001,48,201,334001
2077,2077,1114,810,0,113,7,33,0,710,465,25.9,2.9,12.2,1.3,57.7,48201334002,48,201,334002
5462,5301,3375,1194,14,437,0,281,161,2614,1123,41.5,5.3,12.1,1.1,40.0,48201334003,48,201,334003
11933,11430,4075,6308,35,698,21,293,503,3120,1531,31.0,4.1,12.7,3.0,49.3,48201334100,48,201,334100
5234,5201,3205,1161,22,718,0,95,33,1794,1506,41.2,7.7,12.8,3.3,34.9,48201340100,48,201,340100
1281,1264,839,66,0,359,0,0,17,195,644,54.6,7.6,8.7,1.0,28.0,48201340201,48,201,340201
4213,4182,2913,78,0,1147,0,44,31,650,2329,62.0,1.7,8.8,1.1,26.4,48201340202,48,201,340202
3512,3477,2694,106,60,576,0,41,35,255,2480,62.7,3.2,6.0,1.2,26.9,48201340203,48,201,340203
3227,3203,2429,115,0,647,0,12,24,220,2209,72.7,3.8,5.4,1.7,16.4,48201340301,48,201,340301
5227,5015,4136,108,17,613,0,141,212,736,3706,66.2,5.3,7.1,2.4,19.1,48201340302,48,201,340302
1132,1072,958,36,11,67,0,0,60,80,878,74.6,2.4,6.4,0.6,16.0,48201340400,48,201,340400
5033,4846,3875,519,16,384,0,52,187,1274,2716,47.0,4.8,10.1,4.2,33.9,48201340500,48,201,340500
2072,2051,1845,69,7,110,14,6,21,282,1573,59.7,6.9,8.9,0.8,23.7,48201340600,48,201,340600
5902,5383,3853,536,0,535,0,459,519,1628,2746,49.0,5.4,13.3,0.4,32.0,48201340700,48,201,340700
4731,4693,3490,321,4,840,0,38,38,752,2794,64.9,3.7,10.0,0.3,21.1,48201340800,48,201,340800
3550,3466,2390,461,50,426,0,139,84,1220,1385,42.1,2.9,10.7,3.2,41.2,48201340900,48,201,340900
7591,7281,5374,1122,18,653,0,114,310,2230,3591,33.8,5.7,15.7,2.7,42.2,48201341000,48,201,341000
3634,3479,2611,557,8,208,0,95,155,1294,1463,32.1,3.7,12.0,1.9,50.3,48201341100,48,201,341100
3007,2945,1964,848,0,60,0,73,62,890,1171,23.0,2.3,20.7,6.1,48.0,48201341201,48,201,341201
4018,3884,3599,100,0,159,0,26,134,1077,2692,55.0,5.8,12.4,1.0,25.9,48201341202,48,201,341202
4450,4191,3117,499,0,449,0,126,259,550,2705,38.1,3.4,12.9,3.0,42.5,48201341301,48,201,341301
2475,2304,1663,419,12,157,0,53,171,606,1179,36.0,2.1,18.5,4.6,38.7,48201341302,48,201,341302
