S1201_C01_001E,S1201_C01_017E,S1201_C01_018E,S1201_C01_019E,S1201_C01_020E,S1201_C01_021E,S1201_C01_022E,S1201_C01_023E,S1201_C01_024E,S1201_C01_025E,S1201_C01_026E,S1201_C02_001E,S1201_C03_001E,S1201_C04_001E,S1201_C05_001E,S1201_C06_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
2598,2353,2099,108,11,114,0,21,245,519,1792,59.0,2.1,13.0,1.4,24.6,48121021518,48,121,021518
10060,9895,7469,1272,20,855,0,279,165,1946,5826,50.3,4.2,11.9,1.3,32.4,48121021519,48,121,021519
3243,3064,2507,281,0,53,0,223,179,1048,1794,47.5,3.5,15.0,3.1,30.9,48121021520,48,121,021520
3216,3204,2704,155,8,87,0,250,12,634,2348,54.1,5.1,10.9,1.9,28.0,48121021521,48,121,021521
2666,2550,1103,466,0,958,0,23,116,243,928,65.3,1.1,11.8,1.4,20.4,48121021522,48,121,021522
3084,2983,2536,151,0,71,0,225,101,984,1862,39.9,5.0,16.9,0.8,37.5,48121021523,48,121,021523
1613,1598,938,134,0,467,44,15,15,72,871,70.9,2.6,8.0,4.8,13.7,48121021524,48,121,021524
10811,10715,6925,544,32,3007,0,207,96,802,6265,70.5,3.6,5.6,1.2,19.1,48121021525,48,121,021525
5561,5227,4361,235,34,577,0,20,334,325,4071,63.7,3.5,7.3,0.4,25.1,48121021526,48,121,021526
5410,5310,4137,336,63,743,0,31,100,385,3783,59.9,2.2,7.4,1.6,28.9,48121021527,48,121,021527
3885,3763,2546,500,0,626,0,91,122,907,1833,54.0,4.4,9.4,3.7,28.5,48121021611,48,121,021611
3405,3347,2518,234,27,442,0,126,58,747,1950,47.8,4.4,14.0,1.7,32.1,48121021612,48,121,021612
4304,4161,2359,685,68,872,0,177,143,1520,1146,46.1,5.2,9.3,3.6,35.7,48121021613,48,121,021613
3531,3469,2490,329,7,285,0,358,62,1642,1228,49.8,3.2,6.9,1.8,38.3,48121021614,48,121,021614
4196,4161,3299,155,29,371,0,307,35,2270,1377,48.0,3.0,8.7,0.9,39.5,48121021615,48,121,021615
3788,3700,2212,1045,0,255,0,188,88,1127,1309,38.0,2.8,18.0,5.2,36.1,48121021616,48,121,021616
3321,3238,2555,403,7,6,0,267,83,1524,1343,47.9,4.4,14.7,2.7,30.3,48121021618,48,121,021618
2108,2039,1635,95,0,74,0,235,69,1275,595,39.8,0.7,17.2,4.9,37.4,48121021619,48,121,021619
2585,2498,1416,745,0,260,56,21,87,426,1045,26.0,0.3,9.7,3.1,61.0,48121021620,48,121,021620
3072,3020,2314,265,0,433,0,8,52,453,1899,65.7,6.2,4.7,0.7,22.8,48121021621,48,121,021621
5131,4916,3367,313,50,1165,0,21,215,653,2743,51.9,2.9,10.4,0.1,34.7,48121021622,48,121,021622
6618,6547,2388,774,88,3297,0,0,71,484,1976,57.8,3.0,7.6,3.7,27.8,48121021623,48,121,021623
5903,5848,3298,1044,0,1398,0,108,55,1436,1970,49.1,1.9,11.2,3.9,33.9,48121021624,48,121,021624
9746,9511,5660,1048,37,2749,0,17,235,984,4699,60.2,6.7,8.6,0.2,24.3,48121021625,48,121,021625
2242,2209,1739,90,14,366,0,0,33,133,1613,70.0,3.0,5.8,0.7,20.4,48121021626,48,121,021626
7424,7157,6078,477,18,555,0,29,267,596,5593,37.2,3.6,15.1,2.4,41.6,48121021627,48,121,021627
5226,5164,4031,359,21,715,0,38,62,1093,2976,49.6,3.2,12.7,1.3,33.2,48121021628,48,121,021628
5523,5435,2968,552,0,1852,53,10,88,412,2623,64.9,3.5,4.2,1.8,25.6,48121021629,48,121,021629
4610,4534,3164,583,33,729,0,25,76,895,2332,46.9,2.6,13.3,1.8,35.4,48121021630,48,121,021630
4276,4228,2746,376,13,939,90,64,48,582,2239,62.0,4.3,9.3,1.4,23.0,48121021631,48,121,021631
3238,3158,2513,403,0,242,0,0,80,317,2200,59.0,3.3,5.6,1.2,31.0,48121021632,48,121,021632
4065,4009,3521,136,10,287,0,55,56,660,2926,54.1,5.1,12.6,1.1,27.2,48121021633,48,121,021633
4550,4331,2361,1551,0,137,0,282,219,905,1725,26.8,1.3,16.2,4.7,51.0,48121021634,48,121,021634
4251,4043,1682,1876,18,288,0,179,208,683,1303,28.5,1.0,14.2,6.1,50.2,48121021635,48,121,021635
6411,6121,3086,2172,40,634,0,189,290,981,2375,30.9,3.0,13.9,3.1,49.1,48121021636,48,121,021636
3657,3492,1904,1165,34,253,0,136,165,1096,1067,27.1,2.9,13.3,5.0,51.7,48121021637,48,121,021637
3431,3231,1797,692,0,520,0,222,200,849,1182,28.6,2.4,20.7,5.6,42.7,48121021638,48,121,021638
3876,3799,2868,433,10,403,0,85,77,579,2395,55.4,2.5,12.9,0.0,29.2,48121021715,48,121,021715
3506,3210,2482,258,0,368,24,78,296,497,2063,49.7,6.0,11.6,2.5,30.1,48121021716,48,121,021716
4678,4626,3848,234,0,235,0,309,52,1098,3113,55.3,8.2,13.6,1.7,21.2,48121021717,48,121,021717
8421,8138,7152,364,0,408,0,214,283,783,6624,73.3,2.3,4.7,1.7,18.1,48121021718,48,121,021718
4281,4230,3752,259,60,156,0,3,51,324,3440,63.1,3.8,3.9,0.7,28.4,48121021719,48,121,021719
2701,2564,1763,152,0,594,0,55,137,213,1628,73.8,1.6,3.3,1.6,19.6,48121021720,48,121,021720
3653,3530,2988,411,0,79,0,52,123,566,2449,50.2,1.5,12.6,0.0,35.7,48121021721,48,121,021721
3596,3512,2999,259,8,71,0,175,84,422,2757,49.7,2.3,14.3,1.9,31.7,48121021722,48,121,021722
1197,1137,767,187,0,167,0,16,60,221,575,46.4,3.6,17.5,1.1,31.5,48121021723,48,121,021723
3421,3271,2805,144,15,287,0,20,150,109,2753,68.0,3.0,6.3,0.0,22.8,48121021724,48,121,021724
2899,2852,2347,84,61,342,0,18,47,249,2128,65.1,3.5,14.5,0.0,16.8,48121021725,48,121,021725
2573,2547,2303,107,18,104,15,0,26,258,2059,71.2,1.9,8.4,0.7,17.8,48121021726,48,121,021726
4088,4002,2867,229,0,852,0,54,86,339,2618,67.7,1.3,7.1,1.0,22.9,48121021727,48,121,021727
2876,2845,2161,197,13,239,0,235,31,1087,1309,39.2,1.6,10.6,1.3,47.4,48121021728,48,121,021728
2332,2236,1925,103,12,162,0,34,96,324,1652,61.5,4.3,9.1,1.5,23.5,48121021729,48,121,021729
2974,2954,2308,193,6,402,0,45,20,213,2140,64.9,3.9,5.3,0.1,25.7,48121021730,48,121,021730
2990,2957,2109,368,12,417,0,51,33,365,1788,57.7,2.0,8.6,1.2,30.4,48121021731,48,121,021731
1728,1668,819,436,0,379,0,34,60,439,469,47.9,4.5,13.6,2.9,31.2,48121021732,48,121,021732
2222,2098,1081,447,11,348,0,211,124,417,709,41.2,3.9,10.7,2.7,41.4,48121021733,48,121,021733
2629,2541,1644,598,0,124,0,175,88,863,1000,36.1,0.8,8.9,6.7,47.5,48121021734,48,121,021734
2991,2754,1530,635,56,108,0,425,237,821,1138,33.1,2.5,11.3,3.7,49.4,48121021735,48,121,021735
2029,1933,964,645,30,272,0,22,96,225,803,39.3,1.7,17.6,4.5,36.9,48121021736,48,121,021736
3726,3682,2188,914,13,419,33,115,44,415,1896,47.3,3.7,9.5,1.6,37.9,48121021737,48,121,021737
2997,2936,1752,723,0,378,0,83,61,295,1550,41.6,7.4,20.8,1.5,28.6,48121021738,48,121,021738
2547,2525,1952,262,8,102,14,187,22,1477,692,36.4,1.1,11.7,4.6,46.1,48121021739,48,121,021739
4117,4086,2782,622,17,493,0,172,31,854,2118,39.4,3.5,16.7,4.5,35.8,48121021740,48,121,021740
1597,1547,1047,236,0,198,0,66,50,354,765,48.7,5.9,6.4,1.5,37.5,48121021741,48,121,021741
5030,4874,3899,104,33,635,0,203,156,1414,2758,51.1,1.8,11.4,2.8,32.8,48121021742,48,121,021742
3156,3075,1579,616,0,250,0,630,81,1293,1049,45.2,4.3,12.9,2.2,35.4,48121021743,48,121,021743
2516,2415,1882,17,36,463,0,17,101,1192,759,46.3,4.7,15.9,3.5,29.6,48121021744,48,121,021744
4236,4059,3091,289,0,548,0,131,177,2039,1256,50.6,3.3,10.7,2.5,33.0,48121021745,48,121,021745
3415,3299,3052,108,0,114,0,25,116,421,2686,72.8,3.6,4.2,0.0,19.4,48121021746,48,121,021746
4218,4156,3715,80,0,352,0,9,62,288,3449,62.4,6.1,10.8,2.4,18.3,48121021747,48,121,021747
3325,3290,2952,92,78,112,13,43,35,271,2726,70.3,3.2,5.7,0.9,19.8,48121021748,48,121,021748
2753,2707,2411,160,3,108,0,25,46,140,2299,72.8,1.5,2.4,0.7,22.6,48121021749,48,121,021749
4092,3977,3242,139,0,552,0,44,115,254,3032,63.0,2.5,4.6,0.0,30.0,48121021750,48,121,021750
3610,3604,2648,108,0,848,0,0,6,341,2307,69.9,1.1,3.7,0.5,24.8,48121021751,48,121,021751
3838,3725,3009,90,21,511,0,94,113,377,2752,71.3,1.6,5.3,0.4,21.3,48121021752,48,121,021752
5187,5145,4149,241,0,693,0,62,42,249,3900,70.3,4.3,4.7,0.4,20.2,48121021753,48,121,021753
2953,2940,2281,155,0,495,0,9,13,138,2143,72.8,3.2,7.3,0.0,16.6,48121021800,48,121,021800
3863,3747,2842,238,0,661,0,6,116,202,2699,70.3,1.1,5.5,0.4,22.6,48121021900,48,121,021900
3376,3346,2202,192,106,0,0,846,30,1194,1980,56.5,6.8,9.9,0.9,26.0,48123970100,48,123,970100
4741,4655,2422,928,5,1,0,1299,86,2043,1754,39.8,7.8,16.4,6.0,30.0,48123970200,48,123,970200
3350,3350,2616,343,22,0,0,369,0,933,2074,58.1,9.9,11.8,1.1,19.2,48123970300,48,123,970300
3108,3108,2504,97,0,3,0,504,0,624,2387,67.2,6.1,7.9,1.1,17.7,48123970400,48,123,970400
1958,1938,1572,67,3,0,0,296,20,561,1324,61.6,8.1,10.1,1.0,19.2,48123970500,48,123,970500
1852,1847,1676,55,21,11,0,84,5,510,1276,50.4,11.3,14.4,4.9,19.0,48125950300,48,125,950300
5852,5790,5152,2,0,91,0,545,62,4952,745,43.8,5.2,10.2,3.2,37.6,48127950200,48,127,950200
1966,1966,1897,2,0,14,0,53,0,1837,113,38.7,8.0,11.5,2.8,39.0,48127950400,48,127,950400
1545,1499,1342,137,0,11,0,9,46,164,1193,33.9,10.4,15.3,4.5,35.9,48129950200,48,129,950200
1246,1246,1192,11,8,1,0,34,0,128,1098,60.0,8.1,8.6,1.4,21.8,48129950300,48,129,950300
3818,3809,3447,148,0,0,0,214,9,3493,177,37.1,6.9,11.2,2.4,42.4,48131950100,48,131,950100
2275,2275,2251,0,0,0,0,24,0,1743,531,44.9,7.4,9.1,2.2,36.4,48131950200,48,131,950200
2687,2687,2595,0,0,0,0,92,0,2597,90,42.6,8.3,10.8,2.3,36.1,48131950500,48,131,950500
2713,2697,2522,142,13,5,0,15,16,325,2220,33.6,12.7,20.8,2.3,30.7,48133950100,48,133,950100
4560,4542,3970,159,0,110,0,303,18,959,3397,46.7,6.8,15.4,1.8,29.4,48133950200,48,133,950200
4266,4253,3963,131,47,8,0,104,13,456,3628,48.2,6.4,14.3,0.2,30.8,48133950300,48,133,950300
1618,1618,1539,74,4,0,0,1,0,123,1417,49.4,10.3,11.2,1.5,27.5,48133950400,48,133,950400
1971,1889,1820,0,0,0,0,69,82,348,1558,50.0,10.3,10.1,6.4,23.1,48133950500,48,133,950500
2067,2042,1682,34,54,0,0,272,25,683,1309,56.9,4.4,17.5,0.7,20.5,48135000100,48,135,000100
1134,1100,1064,0,16,0,0,20,34,274,818,37.9,8.5,20.0,5.7,27.9,48135000300,48,135,000300
4013,4013,3656,200,0,20,0,137,0,1953,1840,58.2,4.5,8.4,1.2,27.7,48135000400,48,135,000400
3959,3806,3004,370,100,12,0,320,153,2139,1383,41.6,5.9,10.3,6.1,36.2,48135000500,48,135,000500
4477,4370,3512,186,0,130,0,542,107,2743,1356,37.6,3.9,12.6,2.5,43.4,48135000600,48,135,000600
3958,3884,3026,298,23,127,26,384,74,2410,1065,36.7,4.3,12.9,3.6,42.5,48135000700,48,135,000700
2572,2495,2072,58,31,0,0,334,77,1598,892,48.8,6.2,10.4,1.8,32.9,48135000800,48,135,000800
4262,4248,3473,117,16,53,0,589,14,3045,1031,51.6,6.8,14.1,2.2,25.3,48135001000,48,135,001000
5589,5512,4133,498,14,0,0,867,77,4489,717,41.2,5.6,10.7,3.3,39.2,48135001100,48,135,001100
4090,3943,3424,106,52,10,5,346,147,2497,1413,47.4,4.8,12.0,2.0,33.9,48135001300,48,135,001300
3748,3634,3176,84,80,12,0,282,114,3018,609,40.5,4.2,13.4,6.9,35.1,48135001500,48,135,001500
4701,4661,3889,145,0,0,0,627,40,2524,2068,38.5,7.1,19.1,0.7,34.7,48135001600,48,135,001600
4942,4619,3834,257,10,145,16,357,323,1613,2796,45.0,8.9,13.9,4.9,27.2,48135001700,48,135,001700
2472,2416,1139,837,0,0,0,440,56,1142,470,38.3,3.6,16.7,6.7,34.6,48135001800,48,135,001800
4604,4579,3500,264,109,19,0,687,25,4190,131,41.5,3.3,10.9,5.3,39.0,48135001900,48,135,001900
2922,2855,2102,424,17,55,0,257,67,2404,118,45.6,9.7,10.7,1.4,32.5,48135002000,48,135,002000
2421,2376,2120,2,33,0,0,221,45,1787,592,54.7,4.1,7.2,4.7,29.3,48135002200,48,135,002200
3124,3089,2771,125,0,52,0,141,35,1182,1722,50.0,2.1,12.3,1.3,34.2,48135002300,48,135,002300
3658,3559,3161,182,24,0,0,192,99,1195,2216,53.3,8.1,10.4,0.4,27.9,48135002400,48,135,002400
5974,5862,4652,37,0,297,0,876,112,3330,2267,56.8,3.4,8.4,0.4,31.1,48135002501,48,135,002501
5555,5436,4969,247,57,0,0,163,119,2073,3059,46.4,6.3,13.8,1.2,32.3,48135002502,48,135,002502
4972,4808,4021,498,36,21,0,232,164,2404,2017,42.4,4.8,8.4,1.2,43.2,48135002503,48,135,002503
8778,8661,7324,347,0,0,0,990,117,6092,2338,52.2,5.1,10.3,3.7,28.8,48135002700,48,135,002700
3684,3664,3174,0,14,25,0,451,20,2973,672,56.0,3.5,8.8,2.3,29.5,48135002801,48,135,002801
6047,5916,5377,56,0,19,0,464,131,3873,2018,50.3,5.7,11.0,1.4,31.6,48135002802,48,135,002802
2821,2802,2459,74,0,178,0,91,19,661,1889,52.9,3.8,7.1,0.0,36.2,48135002900,48,135,002900
9506,9400,8031,352,52,286,0,679,106,4000,4797,56.0,4.0,11.6,1.9,26.6,48135003000,48,135,003000
3253,3183,2297,173,0,0,0,713,70,2336,727,41.7,6.0,14.7,5.3,32.3,48135003100,48,135,003100
1660,1659,1654,0,1,0,0,4,1,909,749,47.5,13.2,15.4,1.9,22.0,48137950300,48,137,950300
6139,5737,5048,492,0,4,0,193,402,2602,3012,57.0,4.4,6.5,2.7,29.4,48139060101,48,139,060101
5260,5067,4475,174,332,2,0,84,193,1877,3082,58.3,3.7,7.4,3.7,26.8,48139060102,48,139,060102
7597,7485,5535,1761,61,15,0,113,112,1803,3941,59.5,3.2,9.1,0.9,27.3,48139060204,48,139,060204
5273,5216,3380,1359,25,79,0,373,57,1456,2297,50.5,5.4,11.6,2.4,30.2,48139060206,48,139,060206
5530,5176,4497,566,0,24,0,89,354,1264,3364,56.5,3.4,9.0,0.7,30.3,48139060207,48,139,060207
4276,4220,3763,345,11,37,0,64,56,723,3186,60.1,6.5,11.0,1.2,21.2,48139060208,48,139,060208
4055,3973,3423,460,21,0,0,69,82,585,2943,69.4,4.8,5.0,0.1,20.7,48139060209,48,139,060209
1407,1388,1253,40,19,44,0,32,19,212,1092,71.6,3.0,5.0,1.3,19.2,48139060210,48,139,060210
2676,2676,2488,137,0,30,0,21,0,114,2395,59.7,4.3,7.7,0.7,27.7,48139060211,48,139,060211
4604,4551,4119,222,66,40,0,104,53,913,3360,64.0,1.2,10.8,2.4,21.6,48139060212,48,139,060212
5757,5623,4799,311,61,2,20,430,134,1329,4103,66.4,1.8,7.3,2.6,21.8,48139060213,48,139,060213
7822,7665,7130,354,24,105,0,52,157,1351,5874,63.6,2.3,7.1,1.7,25.4,48139060214,48,139,060214
3290,3255,2725,186,0,89,0,255,35,1149,1842,49.9,5.1,12.7,1.7,30.5,48139060300,48,139,060300
3693,3672,1816,1740,10,7,0,99,21,519,1415,32.4,7.6,9.8,6.1,44.1,48139060400,48,139,060400
2507,2114,1672,275,0,17,0,150,393,772,1345,49.0,5.9,14.4,2.4,28.3,48139060500,48,139,060500
8085,7926,6997,708,28,37,11,145,159,1476,5774,45.0,6.7,12.7,0.6,34.9,48139060600,48,139,060600
1570,1500,1271,144,22,14,0,49,70,419,940,60.8,1.2,11.7,4.2,22.0,48139060701,48,139,060701
3961,3846,3415,323,0,38,0,70,115,547,2979,57.9,1.3,12.3,2.3,26.3,48139060702,48,139,060702
1755,1703,1501,130,6,22,0,44,52,279,1277,52.5,3.6,12.0,2.3,29.6,48139060703,48,139,060703
6247,6049,5644,309,36,60,0,0,198,410,5234,72.2,3.0,5.6,1.6,17.7,48139060801,48,139,060801
6050,5876,5466,253,9,123,0,25,174,667,4824,65.2,4.3,7.1,0.0,23.4,48139060802,48,139,060802
1130,1044,995,12,14,18,0,5,86,397,598,47.8,5.4,11.9,3.5,31.3,48139060803,48,139,060803
5791,5761,5417,232,67,27,0,18,30,582,4918,72.2,4.1,6.9,0.6,16.2,48139060900,48,139,060900
3264,3216,2524,512,42,0,0,138,48,591,2073,51.2,6.0,15.7,2.6,24.4,48139061000,48,139,061000
4119,3982,3505,11,26,27,21,392,137,1147,2828,58.0,4.6,9.5,1.9,26.0,48139061100,48,139,061100
1571,1517,1180,55,81,16,24,161,54,518,881,56.5,5.7,14.3,1.8,21.7,48139061200,48,139,061200
2382,2357,2241,8,0,0,9,99,25,768,1589,58.6,4.7,8.4,0.7,27.6,48139061300,48,139,061300
6179,5849,5203,242,31,16,0,357,330,1992,3610,46.0,6.3,14.8,2.9,30.0,48139061400,48,139,061400
4708,4487,3177,839,91,16,0,364,221,2571,1216,45.7,7.5,11.3,1.3,34.2,48139061500,48,139,061500
4597,4584,3021,1455,0,0,0,108,13,2078,1064,45.9,6.4,8.1,2.3,37.2,48139061600,48,139,061600
4267,4219,4104,13,0,0,0,102,48,1021,3185,61.5,2.7,10.1,3.0,22.7,48139061700,48,139,061700
5907,5606,4699,362,37,119,0,389,301,3869,1457,36.4,6.1,15.5,3.0,39.0,48141000101,48,141,000101
4723,4638,3430,687,10,263,0,248,85,2525,1259,49.2,5.1,10.2,1.8,33.7,48141000106,48,141,000106
3900,3863,3165,271,0,92,0,335,37,2735,775,44.8,8.7,8.6,1.8,36.2,48141000107,48,141,000107
1970,1901,1554,187,14,43,0,103,69,1188,511,45.5,7.0,9.1,2.4,36.0,48141000108,48,141,000108
3113,3027,2348,144,16,0,0,519,86,2431,420,41.6,5.5,8.6,5.0,39.3,48141000109,48,141,000109
3127,3046,2127,596,0,97,0,226,81,1992,488,37.2,7.8,10.2,4.3,40.6,48141000110,48,141,000110
2159,2057,1515,204,0,46,0,292,102,1150,749,51.9,8.7,13.8,0.9,24.8,48141000111,48,141,000111
3518,3463,2682,199,18,42,0,522,55,2574,678,49.3,6.3,7.2,3.4,33.8,48141000112,48,141,000112
4525,4449,3305,394,0,39,0,711,76,3123,921,34.2,6.4,13.1,2.4,43.9,48141000204,48,141,000204
3201,3101,2424,379,8,27,0,263,100,2281,524,33.6,6.2,11.9,9.6,38.8,48141000205,48,141,000205
3737,3557,2637,170,40,16,0,694,180,3055,441,40.1,6.7,12.4,2.5,38.3,48141000206,48,141,000206
3528,3460,2657,98,16,99,0,590,68,2703,580,40.9,5.3,9.4,4.7,39.8,48141000207,48,141,000207
3091,2961,2273,226,29,58,0,375,130,2286,521,48.4,8.3,10.3,1.5,31.5,48141000208,48,141,000208
4240,4101,3161,99,41,0,0,800,139,3580,536,38.5,6.1,11.7,4.9,38.9,48141000301,48,141,000301
4157,4010,3516,54,0,50,0,390,147,3813,192,37.0,5.9,13.6,7.2,36.3,48141000302,48,141,000302
4734,4550,3549,431,0,236,0,334,184,2620,1352,52.6,5.9,17.6,6.3,17.5,48141000401,48,141,000401
2534,2483,2090,166,0,49,0,178,51,1968,351,45.0,4.2,14.4,2.2,34.2,48141000403,48,141,000403
2403,2394,1815,108,8,83,0,380,9,2043,167,33.2,6.6,10.5,5.6,44.1,48141000404,48,141,000404
3535,3484,2682,168,2,55,0,577,51,3124,191,42.0,8.8,11.8,3.1,34.3,48141000600,48,141,000600
4511,4460,3757,57,0,0,0,646,51,4298,156,41.7,4.1,10.9,2.9,40.4,48141000800,48,141,000800
7273,6997,5658,581,126,140,0,492,276,5161,1237,40.0,7.8,11.5,4.1,36.6,48141000900,48,141,000900
2477,2404,2162,10,0,29,0,203,73,2334,104,43.4,6.3,15.5,3.1,31.7,48141001001,48,141,001001
3130,3119,2719,26,28,0,0,346,11,2981,106,37.3,8.1,10.8,4.3,39.5,48141001002,48,141,001002
6938,6851,5007,57,114,491,0,1182,87,4761,1513,42.0,4.8,12.6,1.6,39.1,48141001104,48,141,001104
5611,5418,4273,109,0,157,32,847,193,3989,1393,56.9,6.0,7.9,3.5,25.8,48141001107,48,141,001107
4027,3975,3780,32,0,51,0,112,52,2379,1523,60.8,4.4,7.8,1.7,25.3,48141001109,48,141,001109
4145,3985,3211,27,0,282,0,465,160,2587,1213,52.1,4.8,9.9,2.3,31.0,48141001110,48,141,001110
4130,4111,3087,129,0,182,0,713,19,2781,1019,44.4,2.8,7.0,5.4,40.5,48141001111,48,141,001111
3412,3396,2955,0,0,81,0,360,16,2256,1091,46.0,6.6,10.8,2.5,34.1,48141001112,48,141,001112
5200,4950,3895,103,16,90,128,718,250,3132,1505,43.3,4.5,11.2,1.4,39.6,48141001113,48,141,001113
3802,3781,2864,137,0,81,0,699,21,2692,871,33.2,8.2,13.4,5.5,39.7,48141001114,48,141,001114
3089,3061,2138,158,28,81,0,656,28,2495,328,35.4,2.8,11.4,3.7,46.7,48141001115,48,141,001115
3381,3319,2404,50,11,54,0,800,62,3091,175,35.1,7.2,10.8,7.1,39.8,48141001201,48,141,001201
3833,3720,3065,16,0,84,0,555,113,3169,546,44.7,4.2,11.6,2.2,37.4,48141001202,48,141,001202
587,575,449,0,0,5,0,121,12,538,38,37.8,8.2,9.2,4.4,40.4,48141001203,48,141,001203
3104,2883,2463,35,47,56,55,227,221,1657,1178,57.2,6.0,9.3,2.1,25.3,48141001301,48,141,001301
5544,5485,5086,0,22,136,0,241,59,3422,1930,60.3,4.2,8.6,0.0,27.0,48141001302,48,141,001302
1761,1698,974,108,0,137,0,479,63,1331,204,29.4,6.1,8.7,0.7,55.1,48141001400,48,141,001400
4551,4500,3483,20,0,242,0,755,51,3143,1135,45.8,4.2,10.2,5.8,33.9,48141001501,48,141,001501
1893,1849,1453,146,25,42,0,183,44,1033,630,33.5,4.7,11.1,1.2,49.5,48141001502,48,141,001502
3775,3668,2517,255,42,4,0,850,107,3143,308,25.9,9.2,15.8,6.0,43.0,48141001600,48,141,001600
1241,1207,551,70,38,13,0,535,34,1061,81,16.8,4.3,12.6,12.6,53.7,48141001700,48,141,001700
934,896,739,46,0,0,0,111,38,850,50,36.1,12.8,2.6,8.2,40.3,48141001800,48,141,001800
1464,1464,1169,38,5,0,0,252,0,1399,22,38.3,11.3,9.2,8.1,33.1,48141001900,48,141,001900
1976,1945,1433,8,7,15,0,482,31,1921,40,38.0,11.3,9.2,3.7,37.8,48141002000,48,141,002000
1799,1773,1079,70,32,21,0,571,26,1625,78,24.0,11.8,15.1,12.7,36.3,48141002100,48,141,002100
2897,2815,2309,102,53,36,0,315,82,2330,407,32.9,8.9,11.6,3.5,43.1,48141002201,48,141,002201
3386,3270,2814,39,0,0,0,417,116,3020,296,28.4,5.6,17.8,6.3,42.0,48141002202,48,141,002202
3373,3274,2802,26,20,0,0,426,99,3041,320,41.7,9.6,11.2,7.0,30.5,48141002300,48,141,002300
2473,2473,2274,29,9,21,0,140,0,2182,259,31.1,9.6,10.7,6.6,42.0,48141002400,48,141,002400
4545,4339,3767,96,0,0,0,476,206,3905,452,41.3,8.8,12.4,2.7,34.7,48141002500,48,141,002500
2308,2308,1715,33,18,48,0,494,0,2232,47,33.1,12.9,7.7,6.9,39.4,48141002600,48,141,002600
2920,2826,1799,54,0,0,0,973,94,2883,37,38.5,12.3,7.8,7.3,34.1,48141002800,48,141,002800
1031,1031,832,3,0,25,0,171,0,1006,0,40.3,8.1,8.4,7.2,36.0,48141002900,48,141,002900
2585,2566,2022,0,25,0,0,519,19,2574,8,41.2,12.8,8.8,3.9,33.3,48141003000,48,141,003000
2510,2457,2168,0,20,0,0,269,53,2472,26,32.7,16.5,11.1,4.8,34.9,48141003100,48,141,003100
2009,1987,1620,0,0,0,0,367,22,1980,29,33.2,11.9,11.8,7.2,35.9,48141003200,48,141,003200
4578,4517,3933,0,0,0,0,584,61,4206,355,37.4,9.4,9.3,4.0,39.8,48141003300,48,141,003300
4594,4452,3718,91,27,56,0,560,142,3974,453,38.9,7.1,11.8,3.1,39.0,48141003402,48,141,003402
4651,4485,4198,100,0,0,23,164,166,3669,810,40.6,7.2,11.4,6.1,34.7,48141003403,48,141,003403
4902,4708,4274,157,58,12,0,207,194,3635,1013,47.3,9.5,11.3,5.0,26.8,48141003404,48,141,003404
2782,2705,2225,0,12,0,0,468,77,2512,257,43.4,9.5,9.0,2.6,35.6,48141003501,48,141,003501
3063,3033,2410,30,45,0,0,548,30,2837,204,32.0,6.9,11.8,5.8,43.6,48141003502,48,141,003502
3363,3353,2780,0,20,0,0,553,10,3318,45,38.3,6.6,6.5,4.4,44.2,48141003601,48,141,003601
2050,2018,1675,27,0,0,0,316,32,1972,51,39.3,8.6,6.9,6.1,39.1,48141003602,48,141,003602
3732,3663,2887,97,0,10,0,669,69,3510,140,35.7,11.3,9.2,5.5,38.3,48141003701,48,141,003701
3412,3277,2475,0,8,0,0,794,135,3294,106,38.5,8.9,9.6,5.5,37.5,48141003702,48,141,003702
4102,4051,3306,10,0,0,0,735,51,4071,31,44.1,12.0,8.4,3.6,31.8,48141003801,48,141,003801
2474,2408,2109,0,33,0,0,266,66,2332,142,44.1,9.7,15.6,3.7,26.8,48141003803,48,141,003803
2991,2991,2615,0,0,0,0,376,0,2945,46,38.8,9.5,7.1,7.9,36.8,48141003804,48,141,003804
3086,3043,2502,56,8,0,50,427,43,2886,92,34.2,9.0,13.7,5.3,37.7,48141003901,48,141,003901
1999,1934,1523,23,254,0,0,134,65,1800,29,41.9,7.4,10.5,1.3,38.9,48141003902,48,141,003902
4716,4664,3331,47,36,0,0,1250,52,4567,142,38.0,6.3,10.5,7.5,37.7,48141003903,48,141,003903
7417,7398,5282,60,48,48,0,1960,19,7169,199,37.7,4.2,10.8,5.3,42.1,48141004002,48,141,004002
6168,6119,5004,40,62,0,0,1013,49,6059,69,36.8,4.9,10.3,4.0,44.0,48141004003,48,141,004003
4384,4345,3510,16,0,0,0,819,39,4131,237,44.4,6.5,10.4,4.9,33.8,48141004004,48,141,004004
5485,5313,4272,20,30,0,0,991,172,5226,209,40.5,4.0,15.3,5.3,34.9,48141004103,48,141,004103
5190,5171,3777,64,163,0,0,1167,19,4934,177,36.6,9.9,13.0,1.7,38.9,48141004104,48,141,004104
2552,2543,2185,9,0,0,0,349,9,2525,27,39.2,10.8,9.2,7.1,33.7,48141004105,48,141,004105
4211,3974,3209,20,80,14,0,651,237,4003,130,29.6,7.9,15.9,5.2,41.4,48141004106,48,141,004106
1263,1227,1096,0,7,0,0,124,36,1188,75,42.8,8.8,8.9,4.0,35.4,48141004107,48,141,004107
