S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
2779,50.3,49.7,96.6,82.5,4.9,0.7,2.3,0.0,6.2,3.4,18.3,71.4,2674,15.4,7.9,7.5,2176,21.5,12.2,21.2,41.0,19.3,2176,11.5,5.8,6.2,6.7,6.6,9.2,2.9,33.1,54677,2760,48201553801,48,201,553801
10168,47.4,52.6,97.2,62.3,11.4,0.0,13.4,0.0,10.0,2.8,28.5,45.2,9492,38.3,20.4,17.9,7905,29.5,25.4,32.0,22.3,10.0,7905,13.1,5.9,10.2,9.4,10.2,13.6,7.0,16.2,41007,10168,48201553802,48,201,553802
8107,48.0,52.0,97.8,76.0,6.6,0.0,13.3,0.0,2.0,2.2,13.4,64.3,7813,18.0,10.8,7.1,6604,24.0,18.9,24.8,28.1,23.2,6604,15.0,4.3,5.1,7.7,8.4,9.6,5.0,26.9,50630,8081,48201553900,48,201,553900
3387,48.6,51.4,99.0,73.7,10.0,0.0,8.2,0.0,7.1,1.0,31.2,51.3,3241,29.9,16.6,13.4,2731,25.8,24.9,33.1,25.9,11.3,2731,12.9,5.7,7.1,12.9,12.2,11.4,4.4,19.2,42975,3387,48201554001,48,201,554001
4178,49.5,50.5,99.8,88.3,3.8,0.0,5.2,0.0,2.5,0.2,12.3,78.7,4069,15.1,8.9,6.2,3488,18.8,13.1,21.6,43.0,20.2,3488,11.2,4.6,5.0,7.8,5.2,9.2,2.9,35.1,62855,4137,48201554002,48,201,554002
1161,45.1,54.9,97.4,85.9,4.1,0.0,5.2,0.0,2.2,2.6,11.6,76.1,1114,16.4,12.8,3.6,965,19.8,20.0,28.6,33.7,15.8,965,16.4,4.8,8.7,5.8,8.5,10.2,6.0,26.6,48375,1161,48201554101,48,201,554101
9725,54.1,45.9,97.8,67.4,10.7,0.0,12.9,0.0,6.8,2.2,20.8,55.4,9002,25.0,14.6,10.5,7738,24.9,17.5,36.4,29.3,12.7,7738,15.0,7.4,9.5,7.9,5.5,10.0,5.1,24.4,39685,9725,48201554102,48,201,554102
9537,47.6,52.4,99.4,73.8,14.8,0.5,5.8,0.0,4.5,0.6,30.2,49.3,9104,34.5,18.4,16.1,7759,35.4,18.7,26.3,28.5,16.7,7759,8.6,5.3,10.8,11.4,13.9,9.9,2.9,22.9,40261,9522,48201554200,48,201,554200
7238,51.0,49.0,97.5,83.1,9.9,0.0,3.6,0.0,0.9,2.5,11.0,73.8,6996,13.7,11.0,2.7,5874,22.0,18.8,29.8,32.3,16.7,5874,11.2,5.2,10.1,6.7,10.8,12.1,6.9,26.2,50686,7177,48201554301,48,201,554301
4639,45.4,54.6,98.9,64.5,25.0,0.0,8.1,0.0,1.3,1.1,10.8,55.6,4280,15.7,12.8,2.9,3565,28.0,15.5,32.8,31.6,15.6,3565,13.4,4.5,10.7,9.7,10.1,11.3,3.6,24.2,41080,4639,48201554302,48,201,554302
15028,44.8,55.2,98.5,80.4,3.2,0.0,12.3,0.0,2.5,1.5,14.3,68.5,13932,17.1,11.8,5.4,11171,19.8,7.7,28.2,42.1,20.4,11171,11.2,2.7,6.2,4.8,8.1,9.1,5.6,33.3,62935,14991,48201554401,48,201,554401
16345,45.3,54.7,96.3,74.1,11.3,0.0,9.1,0.0,1.7,3.7,19.8,58.4,15614,22.5,12.1,10.5,11998,24.4,17.6,29.1,30.9,17.3,11998,9.2,3.2,7.2,6.1,7.4,15.2,4.7,27.3,54882,16260,48201554402,48,201,554402
13044,46.1,53.9,98.4,68.9,13.4,0.3,11.8,0.0,3.9,1.6,29.4,44.6,11874,25.9,18.6,7.2,9461,24.8,22.5,27.6,30.9,14.0,9461,8.9,6.8,7.8,7.0,10.1,11.7,7.8,23.6,51917,13044,48201554403,48,201,554403
6353,50.6,49.4,98.0,76.8,7.8,0.0,5.3,0.0,8.2,2.0,23.9,61.0,5731,25.2,14.8,10.4,4577,18.6,12.5,23.4,39.5,17.7,4577,12.3,4.4,8.3,4.9,8.9,11.7,4.6,27.9,55239,6353,48201554501,48,201,554501
6045,47.5,52.5,97.0,87.4,3.1,1.1,4.2,0.0,1.3,3.0,13.4,76.3,5849,10.7,7.2,3.5,4891,22.2,12.3,27.7,39.0,19.5,4891,17.4,4.4,6.8,4.7,8.1,8.4,3.3,34.9,54243,6045,48201554502,48,201,554502
4504,51.7,48.3,98.6,92.2,3.0,0.0,2.1,0.0,1.2,1.4,11.9,81.3,4254,10.7,9.6,1.1,3624,18.7,11.7,29.1,46.4,11.9,3624,11.8,4.0,5.5,6.7,5.2,8.6,4.6,37.3,65059,4504,48201554600,48,201,554600
7773,47.5,52.5,97.3,84.8,3.9,0.0,8.3,0.0,0.3,2.7,17.5,67.7,7356,18.0,14.3,3.7,6054,25.7,18.1,32.0,32.4,14.5,6054,12.0,2.9,6.7,9.7,10.3,12.8,5.8,24.8,50768,7773,48201554700,48,201,554700
17986,53.4,46.6,96.6,63.3,16.9,1.9,8.0,0.0,6.5,3.4,32.7,38.7,16033,32.6,19.7,12.9,13271,31.5,24.0,34.7,23.9,6.3,13271,13.6,6.6,11.7,8.1,12.7,12.6,4.5,15.7,39544,17955,48201554801,48,201,554801
21422,47.3,52.7,97.8,75.5,9.7,0.0,10.7,0.0,2.0,2.2,16.8,61.7,19718,22.0,15.7,6.2,16473,18.2,16.4,27.4,33.7,17.9,16473,10.7,7.4,10.9,7.8,5.9,8.4,3.3,29.6,48994,21389,48201554802,48,201,554802
10446,48.5,51.5,99.1,70.9,10.9,1.3,5.8,0.0,10.3,0.9,37.1,44.5,9878,39.3,22.1,17.2,8252,31.3,23.4,36.1,18.9,6.9,8252,13.2,10.1,11.5,10.8,9.6,11.0,5.1,13.4,32134,10446,48201554901,48,201,554901
9646,49.5,50.5,96.3,74.9,8.1,0.7,7.3,0.0,5.3,3.7,20.0,63.0,8818,23.8,18.3,5.5,7282,22.6,13.7,30.0,36.6,14.4,7282,10.8,5.4,11.8,5.1,10.1,13.8,4.1,24.8,49468,9619,48201554902,48,201,554902
13121,50.2,49.8,96.4,70.3,8.4,0.0,11.5,0.0,6.2,3.6,19.1,57.4,12069,23.8,17.9,5.9,9736,24.5,19.2,29.6,33.6,14.3,9736,11.0,4.1,8.9,5.8,11.6,13.1,5.1,26.8,51760,13121,48201554903,48,201,554903
8293,50.4,49.6,97.6,66.1,11.1,0.0,7.7,0.0,12.6,2.4,27.9,52.0,7450,26.7,17.4,9.2,6363,27.8,16.8,41.2,21.9,9.7,6363,15.6,6.0,8.9,13.0,7.3,14.5,5.8,14.9,33614,8217,48201555000,48,201,555000
11024,49.2,50.8,97.1,64.8,14.6,4.7,9.2,0.2,3.4,2.9,26.0,43.0,10407,27.9,18.4,9.5,8460,30.7,29.3,31.7,19.2,9.9,8460,12.1,5.1,8.1,13.3,10.2,15.0,4.7,15.6,41677,11005,48201555100,48,201,555100
10255,50.3,49.7,95.4,74.7,11.9,0.3,4.0,0.0,4.5,4.6,36.5,44.3,9064,33.8,21.4,12.4,7191,28.9,20.5,33.0,25.8,14.3,7191,11.5,2.9,9.3,9.4,17.5,9.2,4.8,20.2,43012,10255,48201555200,48,201,555200
2224,48.5,51.5,98.7,92.6,3.5,0.0,1.0,0.0,1.5,1.3,31.7,63.3,2045,23.9,15.2,8.7,1806,23.3,16.7,28.6,38.5,12.4,1806,9.7,4.1,8.3,5.1,10.7,12.4,2.4,30.1,52386,2224,48201555301,48,201,555301
19893,51.0,49.0,95.0,80.0,4.5,0.4,7.9,0.3,1.9,5.0,23.8,59.4,18252,28.0,20.1,7.8,13652,19.4,15.4,21.0,38.3,22.5,13652,7.3,5.8,8.7,8.3,6.4,5.4,2.5,38.9,63684,19804,48201555302,48,201,555302
11985,47.7,52.3,95.4,76.9,9.3,0.0,4.8,0.0,4.4,4.6,24.9,58.1,10589,26.9,21.8,5.1,8586,24.6,15.2,29.4,31.5,20.1,8586,9.7,4.8,8.2,9.2,9.1,10.9,4.1,29.4,51907,11967,48201555303,48,201,555303
2379,47.6,52.4,99.2,85.0,10.6,0.6,0.1,0.0,3.0,0.8,26.1,62.9,2269,12.6,6.3,6.3,1938,26.1,26.4,38.8,18.0,8.0,1938,14.2,6.8,16.2,9.3,12.1,6.0,4.0,16.8,30603,2247,48201555401,48,201,555401
8255,46.1,53.9,98.8,87.8,9.7,0.0,0.9,0.0,0.4,1.2,27.2,62.2,7746,25.1,17.8,7.3,6697,35.2,32.6,30.5,20.3,9.0,6697,16.2,9.2,13.4,13.6,11.6,7.0,4.4,12.6,29325,7936,48201555402,48,201,555402
5030,50.7,49.3,98.4,83.1,5.9,1.4,0.8,0.0,7.2,1.6,35.4,56.3,4526,30.4,18.3,12.1,4036,31.3,27.6,25.3,26.2,7.3,4036,16.4,10.3,9.4,11.1,9.8,7.1,2.0,15.2,28220,5019,48201555501,48,201,555501
29605,49.2,50.8,96.0,75.7,5.7,0.0,10.8,0.0,3.9,4.0,19.1,60.8,26650,26.5,16.8,9.8,21576,23.6,16.9,28.7,34.4,15.2,21576,11.4,6.4,7.9,4.6,7.1,10.1,6.7,26.3,53595,29549,48201555502,48,201,555502
5743,54.4,45.6,98.5,86.8,4.6,2.4,4.1,0.0,0.5,1.5,22.1,67.6,5558,24.9,14.6,10.3,4581,23.8,20.8,32.0,29.4,7.4,4581,12.2,5.9,9.2,9.9,9.9,7.3,3.1,27.0,40572,5743,48201555600,48,201,555600
9990,49.1,50.9,97.7,78.6,10.9,0.0,6.2,0.0,2.0,2.3,21.9,59.3,9196,22.7,17.2,5.4,7356,24.3,21.4,32.4,31.7,10.9,7356,9.7,6.0,7.8,5.2,8.9,13.9,4.6,25.1,51996,9922,48201555701,48,201,555701
14796,50.1,49.9,96.8,76.5,7.6,0.0,8.2,0.3,4.2,3.2,16.2,66.2,13645,18.6,14.0,4.6,10675,19.6,9.7,30.3,37.9,19.5,10675,12.1,2.2,5.1,6.9,9.6,10.5,4.8,30.4,55754,14796,48201555702,48,201,555702
8639,50.7,49.3,98.6,63.4,15.3,0.3,3.8,0.2,15.6,1.4,40.5,39.0,7933,42.0,27.6,14.3,6203,31.7,31.9,34.9,13.2,6.1,6203,9.2,9.2,15.0,9.7,12.9,10.9,5.6,10.4,32391,8541,48201556000,48,201,556000
4,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4,0.0,0.0,0.0,4,0.0,0.0,100.0,0.0,0.0,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,4,48201980000,48,201,980000
519,37.0,63.0,99.0,42.0,53.2,0.0,0.0,0.0,3.9,1.0,37.0,8.9,433,39.5,34.9,4.6,355,57.5,19.4,54.0,14.8,4.2,355,15.5,5.6,18.3,14.1,9.6,9.6,1.4,1.4,21136,519,48201980100,48,201,980100
5295,50.2,49.8,96.8,76.3,17.4,0.2,0.0,0.0,2.9,3.2,22.9,56.3,5171,7.9,4.8,3.2,4402,30.2,31.7,32.1,11.6,5.5,4402,13.7,8.1,17.2,15.0,9.2,9.6,2.2,4.6,25280,5270,48203020102,48,203,020102
4552,48.2,51.8,96.9,73.5,22.6,0.2,0.0,0.0,0.6,3.1,10.3,65.1,4288,3.9,2.5,1.4,3700,21.1,37.7,26.0,11.6,6.4,3700,10.9,10.1,9.2,14.7,13.9,7.6,2.1,12.2,31266,4535,48203020103,48,203,020103
3569,52.8,47.2,97.3,72.6,22.4,0.0,0.0,0.4,1.9,2.7,9.8,64.3,3434,5.2,2.4,2.9,2994,23.5,38.2,24.0,19.1,5.2,2994,17.0,13.3,14.1,14.2,8.2,4.7,3.3,11.6,24362,3552,48203020104,48,203,020104
6613,48.2,51.8,99.5,83.4,13.2,0.0,0.3,0.0,2.6,0.5,6.3,79.9,6265,2.6,1.6,1.0,5257,20.2,38.8,27.4,12.7,4.6,5257,11.4,6.8,15.5,14.9,11.5,7.3,2.1,15.5,29269,6613,48203020200,48,203,020200
4822,45.7,54.3,96.8,70.5,21.0,0.0,3.3,0.0,1.9,3.2,9.8,63.0,4521,8.3,5.2,3.1,3884,30.0,27.7,37.0,19.0,9.9,3884,7.6,10.5,16.4,10.7,12.3,7.9,5.6,11.9,31567,4637,48203020301,48,203,020301
3452,43.6,56.4,98.8,61.8,32.9,0.4,0.0,0.0,3.8,1.2,17.4,48.1,2881,12.6,7.2,5.4,2539,24.0,37.9,17.9,14.1,3.2,2539,28.6,15.0,12.1,9.7,10.2,3.5,3.7,2.3,14728,3425,48203020302,48,203,020302
4065,40.8,59.2,98.0,40.4,57.5,0.0,0.0,0.0,0.0,2.0,21.5,19.0,3708,14.9,7.4,7.5,2896,48.5,33.6,39.6,6.7,2.9,2896,21.8,16.0,17.0,6.7,9.8,4.7,0.4,4.6,15861,3813,48203020401,48,203,020401
4866,48.9,51.1,95.7,38.5,57.0,0.0,0.1,0.0,0.1,4.3,15.2,25.0,4648,12.3,7.5,4.9,3913,44.4,48.6,23.1,5.5,2.9,3913,27.8,12.5,14.1,10.5,13.9,4.1,1.8,3.0,17395,3953,48203020402,48,203,020402
3074,55.5,44.5,99.5,66.5,28.8,0.2,0.0,0.0,3.9,0.5,39.2,31.3,2759,31.6,19.8,11.8,2351,30.7,51.3,19.7,8.7,2.3,2351,8.2,4.6,18.4,17.7,13.4,8.9,1.4,8.2,31089,3074,48203020501,48,203,020501
4139,53.2,46.8,97.2,79.3,12.8,0.0,4.8,0.0,0.4,2.8,18.7,61.0,3957,12.0,8.2,3.8,3453,32.0,26.9,37.9,11.9,6.4,3453,17.6,6.0,15.5,14.0,9.4,8.3,3.7,7.7,26047,4095,48203020502,48,203,020502
6341,46.8,53.2,98.8,91.3,5.2,0.8,0.3,0.0,1.1,1.2,4.7,87.7,5857,3.9,1.3,2.5,4798,24.4,28.6,38.1,17.7,11.2,4798,10.3,4.6,11.2,13.7,12.7,6.2,2.6,21.2,37714,6341,48203020603,48,203,020603
3607,46.9,53.1,95.4,79.7,9.6,0.4,1.1,0.0,4.6,4.6,16.5,71.8,3286,7.6,4.9,2.6,2909,17.8,35.3,28.8,13.1,4.7,2909,15.4,6.1,15.0,13.1,10.3,10.2,1.0,10.6,26913,3607,48203020604,48,203,020604
6686,50.1,49.9,99.4,92.2,5.7,1.5,0.0,0.0,0.0,0.6,5.9,86.9,6431,4.1,2.3,1.8,5330,23.9,29.5,43.5,12.3,2.3,5330,19.2,10.5,9.3,12.4,12.3,7.1,3.8,9.3,26324,6560,48203020605,48,203,020605
5499,50.1,49.9,100.0,91.0,7.5,0.0,1.6,0.0,0.0,0.0,5.9,85.0,5101,4.9,3.5,1.4,4233,15.4,22.4,40.8,21.5,5.9,4233,13.4,6.4,10.0,13.4,8.7,13.5,2.0,18.6,34460,5499,48203020606,48,203,020606
5669,59.0,41.0,96.0,84.8,7.5,0.4,1.4,0.0,1.9,4.0,26.7,60.0,5359,19.9,10.7,9.2,4667,26.4,37.5,27.2,12.2,5.6,4667,8.2,5.2,9.6,8.3,16.0,5.8,1.5,6.8,34152,4120,48205950200,48,205,950200
3606,53.4,46.6,97.6,89.2,4.0,0.6,0.2,0.0,3.6,2.4,28.8,64.2,3464,21.1,9.0,12.1,3098,36.1,34.6,24.3,7.7,2.5,3098,20.2,10.4,16.4,15.4,9.2,7.1,1.9,3.4,20765,3151,48207950300,48,207,950300
2120,49.0,51.0,98.4,89.5,3.9,0.2,0.4,0.0,4.3,1.6,28.3,65.4,2030,19.3,11.6,7.7,1782,20.3,35.8,21.9,11.6,3.0,1782,25.0,9.8,16.3,15.6,9.5,7.4,2.6,5.5,20670,2111,48207950400,48,207,950400
2362,50.8,49.2,99.3,93.5,3.7,0.0,2.2,0.0,0.0,0.7,24.5,69.0,2319,17.1,13.1,4.0,2145,66.1,13.4,25.0,34.6,22.9,2145,26.0,11.6,15.8,11.1,11.3,7.8,4.1,6.2,21469,2211,48209010100,48,209,010100
6190,37.7,62.3,96.3,75.5,12.8,0.4,3.9,0.0,3.7,3.7,33.8,47.2,6190,23.3,21.6,1.7,6169,94.1,12.8,37.7,37.1,10.8,6169,61.1,5.3,5.3,2.1,0.8,1.2,0.2,1.5,4108,1630,48209010200,48,209,010200
4853,49.8,50.2,97.0,88.9,2.3,0.0,2.9,0.0,2.9,3.0,60.6,32.0,4520,40.7,26.8,13.9,4004,47.0,29.9,22.6,18.8,5.3,4004,20.5,9.1,17.7,15.2,15.2,4.8,2.8,3.1,23423,4760,48209010302,48,209,010302
9097,53.4,46.6,96.9,78.1,14.4,0.1,0.5,0.2,3.5,3.1,42.7,40.2,8726,25.0,20.8,4.1,7899,69.2,33.0,38.8,14.3,5.3,7899,28.1,8.4,12.8,14.9,10.1,5.1,2.9,1.0,20676,8663,48209010303,48,209,010303
7923,44.9,55.1,97.6,86.0,7.6,0.3,0.1,0.0,3.6,2.4,49.3,41.8,7312,31.7,25.3,6.3,6711,75.1,31.6,35.3,16.4,5.2,6711,27.8,12.6,17.2,9.5,12.0,2.5,0.3,2.2,15603,7197,48209010304,48,209,010304
12139,47.8,52.2,98.2,87.6,5.4,0.5,2.6,0.0,2.2,1.8,53.0,37.1,11585,29.6,21.2,8.4,10472,53.6,31.5,29.2,14.7,8.0,10472,22.9,8.4,13.7,12.6,13.1,6.9,2.4,5.3,23525,11851,48209010400,48,209,010400
5144,50.5,49.5,96.8,85.4,1.8,0.0,1.2,0.6,7.7,3.2,63.1,31.8,4756,37.2,25.3,11.9,4207,52.1,31.6,23.0,14.6,11.9,4207,14.4,5.2,20.8,17.2,15.2,4.8,4.4,5.6,26731,5144,48209010500,48,209,010500
12106,48.0,52.0,95.1,87.9,1.9,0.2,1.3,0.0,3.8,4.9,32.7,61.3,11552,24.7,17.7,7.0,10588,30.8,23.2,23.4,28.8,14.9,10588,18.5,4.4,12.1,10.8,14.6,8.3,3.5,14.8,32106,12065,48209010600,48,209,010600
8677,53.1,46.9,99.4,91.1,1.4,0.4,5.5,0.0,1.1,0.6,30.4,62.2,8591,23.8,23.0,0.8,7963,65.2,18.1,31.6,23.9,19.6,7963,20.3,13.0,21.0,13.8,4.8,4.7,2.7,7.3,20665,8483,48209010701,48,209,010701
2893,43.3,56.7,99.8,91.7,3.6,0.6,0.4,0.0,3.5,0.2,19.7,76.1,2789,19.6,14.0,5.6,2602,49.7,25.2,34.9,22.3,10.0,2602,22.6,9.7,14.9,13.1,9.6,5.3,1.7,8.8,22423,2840,48209010702,48,209,010702
4605,56.8,43.2,98.8,96.1,0.6,0.6,0.0,0.0,1.5,1.2,6.8,90.8,4540,6.5,5.6,0.8,4104,25.3,17.7,31.1,27.3,16.4,4104,11.8,4.2,12.6,13.1,13.8,8.7,2.9,16.3,34982,4605,48209010803,48,209,010803
9459,48.3,51.7,99.3,97.3,0.0,1.3,0.3,0.0,0.4,0.7,12.3,86.1,9100,8.8,8.1,0.6,8019,20.7,14.1,33.9,26.3,20.4,8019,9.4,4.3,12.5,10.6,14.6,13.5,3.5,20.6,41142,9337,48209010804,48,209,010804
9256,49.2,50.8,95.9,87.7,3.1,0.2,3.5,0.0,1.5,4.1,11.6,78.4,8346,7.3,5.9,1.4,6324,14.7,9.5,23.6,43.2,21.4,6324,9.2,3.4,4.3,4.2,10.3,9.7,3.3,40.2,68918,9254,48209010805,48,209,010805
4788,49.6,50.4,99.5,97.5,0.1,0.0,1.0,0.0,0.8,0.5,17.1,81.4,4575,15.3,5.2,10.1,3841,21.7,16.2,23.7,33.6,18.3,3841,9.8,6.2,13.5,10.9,9.1,7.3,4.2,26.6,40957,4766,48209010806,48,209,010806
2667,50.7,49.3,99.8,97.2,0.8,0.0,0.3,0.0,1.5,0.2,16.6,82.2,2508,15.2,12.4,2.8,2249,22.7,19.7,29.1,29.5,13.8,2249,12.2,6.8,11.2,9.1,11.4,8.1,2.6,24.8,41228,2605,48209010807,48,209,010807
6068,51.3,48.7,97.7,97.6,0.1,0.0,0.0,0.0,0.0,2.3,18.3,79.3,5970,11.2,8.0,3.3,4955,23.8,20.3,30.9,30.6,10.5,4955,13.2,4.5,11.3,9.8,11.6,7.4,5.5,23.9,40342,5991,48209010808,48,209,010808
5842,52.4,47.6,97.6,93.9,0.2,0.3,2.0,0.0,1.2,2.4,13.0,82.2,5648,9.1,5.5,3.6,4908,26.4,14.2,29.4,36.6,17.8,4908,9.7,4.6,8.6,12.8,6.9,11.7,2.5,31.8,51968,5834,48209010809,48,209,010809
8310,50.5,49.5,99.3,95.8,1.2,0.0,2.3,0.0,0.0,0.7,15.2,80.7,7826,10.2,7.1,3.1,6692,19.1,15.8,25.1,32.8,24.3,6692,9.1,4.0,6.8,7.3,14.8,13.0,4.6,25.8,50573,8310,48209010901,48,209,010901
18252,48.8,51.2,96.3,87.8,3.6,0.0,1.6,0.0,3.2,3.7,32.6,59.4,16546,17.6,11.3,6.3,13806,24.7,21.3,24.9,35.5,14.1,13806,8.8,8.0,9.6,11.4,15.0,11.7,5.0,20.5,42068,18252,48209010902,48,209,010902
7292,54.8,45.2,97.1,90.9,3.4,0.3,1.4,0.0,1.2,2.9,38.8,55.0,6812,26.3,22.5,3.9,6037,19.8,13.9,34.3,26.2,16.0,6037,14.6,2.8,7.6,11.0,16.3,12.8,6.5,15.9,41081,7292,48209010905,48,209,010905
16851,51.2,48.8,98.1,84.8,6.7,0.7,1.4,0.0,4.5,1.9,53.8,37.3,15376,35.0,28.4,6.6,12855,29.4,32.0,30.3,17.0,9.1,12855,11.0,8.7,9.7,13.8,15.1,14.8,3.6,11.2,35989,15978,48209010906,48,209,010906
14466,49.2,50.8,96.8,90.7,2.0,1.1,0.0,0.0,2.9,3.2,71.9,24.7,13155,57.2,37.1,20.1,10399,35.5,27.5,29.5,13.7,1.8,10399,14.5,7.3,16.1,10.5,13.8,5.5,4.5,6.1,26039,14453,48209010907,48,209,010907
15448,52.7,47.3,98.3,83.3,7.7,0.4,1.6,0.0,5.1,1.7,58.7,31.5,14281,42.0,30.2,11.8,11081,32.7,30.7,32.2,17.7,8.5,11081,9.0,4.9,13.1,12.2,18.0,13.8,2.8,13.2,38821,15337,48209010908,48,209,010908
8299,47.8,52.2,96.7,86.7,2.4,0.7,2.3,0.0,4.6,3.3,33.6,61.0,7762,19.0,15.4,3.6,6500,29.8,19.3,35.4,20.9,19.3,6500,9.4,6.1,7.9,11.0,17.6,13.2,5.4,15.1,43880,8272,48209010909,48,209,010909
10379,50.2,49.8,97.5,87.3,6.8,0.2,0.3,0.0,2.9,2.5,55.8,37.4,9565,32.0,23.3,8.7,7552,31.6,31.7,33.4,16.1,6.3,7552,9.6,5.3,16.8,11.0,16.5,14.4,3.3,13.0,37077,10363,48209010910,48,209,010910
3994,50.9,49.1,97.6,90.9,1.0,0.0,0.0,0.0,5.7,2.4,34.8,63.1,3757,32.5,19.6,12.8,2976,22.5,31.5,29.4,16.3,4.9,2976,17.5,5.1,7.9,9.5,13.3,8.5,5.0,15.9,35830,3958,48211950300,48,211,950300
6780,53.0,47.0,99.9,91.8,6.5,0.8,0.0,0.0,0.7,0.1,4.4,88.1,6523,2.9,2.1,0.8,5708,19.2,38.0,30.0,13.5,5.5,5708,20.8,9.4,23.6,10.7,10.6,6.7,1.5,8.3,20768,6686,48213950100,48,213,950100
5383,45.5,54.5,99.6,94.1,1.5,2.1,0.0,0.0,1.9,0.4,12.0,84.0,4963,8.6,4.9,3.7,4197,25.1,23.2,37.3,12.8,6.2,4197,12.9,7.9,13.9,12.0,13.0,9.4,2.3,9.9,30586,5339,48213950200,48,213,950200
7822,46.4,53.6,96.8,89.6,3.0,1.1,0.3,0.2,2.6,3.2,15.6,76.9,7338,15.3,10.5,4.8,6539,19.6,21.5,43.0,17.6,8.3,6539,13.7,8.9,19.7,14.5,13.6,6.4,2.2,9.6,26199,7724,48213950300,48,213,950300
4716,48.9,51.1,98.9,93.3,2.4,1.2,0.0,0.0,2.0,1.1,14.9,81.5,4484,13.4,8.1,5.3,3955,22.3,33.7,30.6,12.7,4.9,3955,16.2,9.0,16.1,13.0,13.1,7.5,3.2,9.5,27823,4627,48213950400,48,213,950400
2577,48.4,51.6,99.2,94.5,3.6,0.0,1.0,0.0,0.2,0.8,9.0,85.7,2444,8.9,4.1,4.8,2079,20.2,45.3,28.8,6.3,4.6,2079,20.2,9.5,11.9,10.6,10.0,8.3,2.5,8.2,24068,2576,48213950500,48,213,950500
4144,46.2,53.8,98.6,90.5,5.3,0.0,0.0,0.0,2.8,1.4,8.7,85.5,3940,6.0,4.6,1.4,3548,27.4,41.2,26.7,5.1,4.5,3548,19.4,9.1,16.8,14.3,8.3,8.1,4.0,7.8,23254,4144,48213950601,48,213,950601
5225,48.0,52.0,99.1,96.3,1.1,0.0,1.2,0.0,0.5,0.9,8.8,88.0,5067,9.8,7.0,2.8,4404,21.7,34.7,37.8,10.0,5.1,4404,19.6,5.8,19.8,13.1,10.6,7.2,3.1,8.4,23780,5225,48213950602,48,213,950602
4438,49.7,50.3,100.0,98.9,0.3,0.1,0.4,0.0,0.2,0.0,18.3,81.3,4184,11.6,8.9,2.7,3664,20.4,44.4,21.9,8.2,1.9,3664,18.8,13.5,14.8,9.8,11.2,9.5,2.7,6.9,20425,4421,48213950700,48,213,950700
5127,50.0,50.0,98.8,92.3,6.0,0.5,0.0,0.0,0.0,1.2,10.3,86.1,4984,8.5,7.6,0.9,4565,18.9,34.8,27.9,11.7,3.4,4565,16.5,12.2,21.2,10.1,10.8,6.1,4.0,6.7,22109,5104,48213950800,48,213,950800
5623,50.6,49.4,98.8,96.2,1.3,0.2,0.3,0.0,0.7,1.2,13.7,83.2,5262,7.8,2.7,5.2,4689,21.1,41.5,25.1,11.7,3.2,4689,13.1,9.1,16.2,9.6,13.9,7.3,4.9,8.1,27014,5575,48213950901,48,213,950901
2219,48.2,51.8,98.8,79.1,16.9,0.7,0.2,0.0,1.9,1.2,4.7,75.8,2127,3.5,2.4,1.1,1843,23.5,29.7,35.6,13.5,8.8,1843,18.9,8.6,18.6,10.7,12.5,6.9,1.5,9.3,23776,2219,48213950902,48,213,950902
2303,50.3,49.7,99.4,94.0,1.9,3.2,0.0,0.0,0.3,0.6,2.4,91.9,2292,3.4,2.8,0.6,2087,14.4,32.0,33.5,15.7,6.1,2087,14.4,9.5,11.5,11.7,6.3,10.7,3.5,17.5,31268,2303,48213950903,48,213,950903
2484,54.1,45.9,99.1,78.5,19.7,0.7,0.0,0.0,0.2,0.9,17.5,61.0,2325,14.5,8.2,6.3,1949,37.4,39.3,31.5,3.6,3.1,1949,30.3,9.3,22.7,7.9,6.4,3.6,0.6,3.0,15796,2403,48213951000,48,213,951000
3521,49.5,50.5,95.2,91.9,1.6,1.1,0.0,0.3,0.3,4.8,1.2,91.0,3296,1.5,1.4,0.1,2923,18.4,31.8,37.8,7.1,6.0,2923,11.6,14.2,16.2,14.0,8.8,6.0,3.0,8.8,24201,3477,48213951100,48,213,951100
6472,50.4,49.6,98.3,77.5,19.3,1.0,0.2,0.0,0.2,1.7,40.3,39.2,5753,38.0,25.8,12.2,4486,32.9,39.6,25.2,8.8,2.8,4486,16.7,12.7,22.4,9.1,5.2,5.2,2.2,5.4,18594,6108,48213951200,48,213,951200
