S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
1898,52.1,47.9,96.8,78.8,12.0,0.0,0.0,0.0,6.0,3.2,75.9,11.4,1783,53.4,37.6,15.8,1408,38.6,42.4,13.0,2.1,2.8,1408,30.2,6.2,19.1,17.0,7.3,1.3,0.7,4.7,18603,1898,48469000302,48,469,000302
1794,51.7,48.3,98.7,97.2,1.1,0.0,0.0,0.0,0.4,1.3,51.3,47.0,1684,27.2,15.3,11.9,1427,30.2,32.0,25.8,16.3,6.4,1427,9.7,15.3,16.9,9.3,11.8,11.6,3.2,11.7,28875,1777,48469000400,48,469,000400
4562,48.4,51.6,96.4,86.3,7.9,0.2,0.3,0.0,1.7,3.6,53.4,36.6,4161,22.8,20.6,2.2,3592,35.3,31.5,40.1,6.8,3.8,3592,12.6,11.4,22.3,8.7,13.3,8.3,3.0,8.2,23586,4497,48469000501,48,469,000501
3985,49.4,50.6,100.0,92.8,4.4,1.0,1.2,0.0,0.7,0.0,59.0,34.7,3737,24.3,22.1,2.2,3182,34.9,46.8,27.1,9.9,4.2,3182,20.3,10.4,11.7,9.7,13.3,12.0,4.8,5.2,25979,3985,48469000502,48,469,000502
2734,47.8,52.2,99.1,81.9,10.5,3.3,0.0,0.0,3.4,0.9,65.9,25.6,2507,42.0,28.2,13.7,2314,40.7,27.9,32.1,8.0,5.2,2314,23.1,10.9,15.0,16.0,13.7,4.4,0.0,6.7,19752,2716,48469000601,48,469,000601
5006,49.4,50.6,97.3,83.8,10.0,0.0,0.3,0.0,3.1,2.7,67.0,21.2,4639,30.4,21.4,8.9,3883,47.1,30.7,34.0,6.3,1.7,3883,24.6,7.6,22.1,12.6,10.0,4.5,0.8,4.0,20194,4933,48469000602,48,469,000602
3450,50.4,49.6,97.3,89.7,3.5,0.2,0.0,0.0,3.9,2.7,45.1,50.0,3208,29.9,24.5,5.4,2768,29.7,33.1,28.0,6.8,6.1,2768,14.1,17.1,13.0,9.0,11.3,6.8,5.1,8.7,23072,3450,48469000700,48,469,000700
2056,48.0,52.0,98.4,95.9,2.4,0.0,0.0,0.0,0.1,1.6,27.1,70.5,1945,15.7,13.6,2.2,1593,22.0,26.2,41.1,16.4,5.4,1593,13.4,10.5,15.6,11.2,10.5,11.0,2.6,15.3,30815,2056,48469000800,48,469,000800
2264,55.1,44.9,95.8,92.0,1.6,0.0,0.0,0.0,2.3,4.2,36.8,59.5,2091,23.1,14.2,9.0,1779,21.7,37.4,28.7,13.4,3.2,1779,11.4,8.4,14.3,12.8,10.6,11.8,3.5,11.6,30550,2257,48469001300,48,469,001300
8553,53.6,46.4,99.0,95.6,2.0,0.0,0.0,0.0,1.4,1.0,25.8,71.1,8122,6.8,5.6,1.2,7011,27.5,31.5,38.3,14.2,4.5,7011,9.1,8.7,12.5,11.8,14.9,10.8,1.9,15.5,36786,8463,48469001400,48,469,001400
3741,54.8,45.2,98.5,89.1,5.6,1.7,0.0,0.1,2.0,1.5,24.9,66.4,3504,9.8,8.3,1.5,2923,22.1,32.2,34.3,14.0,10.6,2923,12.6,6.1,15.3,10.1,12.5,8.4,3.3,19.5,34286,3638,48469001501,48,469,001501
2374,47.6,52.4,98.9,83.4,4.4,0.0,6.0,0.0,5.1,1.1,21.3,64.6,2175,15.4,12.2,3.3,2024,29.1,13.2,29.8,23.9,27.5,2024,9.7,9.1,14.4,10.5,7.2,7.1,1.9,30.4,36394,2297,48469001503,48,469,001503
8636,49.2,50.8,97.5,90.8,4.1,0.0,1.4,0.0,1.3,2.5,30.1,62.2,8093,13.2,11.0,2.2,6801,18.7,26.2,32.6,25.4,10.1,6801,11.9,5.8,11.2,13.4,11.6,11.0,3.5,19.1,36633,8569,48469001504,48,469,001504
6035,45.0,55.0,94.0,85.6,3.0,0.0,0.3,0.8,4.2,6.0,47.0,47.2,5426,18.3,16.3,2.1,4575,33.4,30.6,37.0,15.7,8.4,4575,13.9,9.4,14.1,16.2,13.6,7.3,1.6,14.8,30508,5865,48469001601,48,469,001601
7175,45.6,54.4,99.5,84.1,12.3,0.2,1.6,0.0,1.3,0.5,44.4,41.9,6700,21.0,16.9,4.2,5582,34.8,28.8,41.3,17.1,5.9,5582,21.1,14.5,8.9,10.0,14.2,7.4,2.1,10.2,24561,7107,48469001604,48,469,001604
3097,40.9,59.1,96.7,87.7,3.6,0.0,0.7,0.6,4.1,3.3,48.1,46.0,2944,20.2,11.5,8.7,2471,29.3,29.2,37.8,14.9,6.1,2471,15.7,6.2,18.5,11.6,13.3,13.2,2.4,9.1,27317,2928,48469001605,48,469,001605
8184,48.1,51.9,97.6,85.9,4.2,0.1,4.5,0.0,2.9,2.4,25.6,64.6,7539,17.7,15.3,2.4,6556,20.7,25.0,38.4,19.8,11.3,6556,11.6,3.6,7.3,10.3,13.3,11.5,3.9,24.5,45962,8128,48469001606,48,469,001606
3336,50.6,49.4,100.0,90.2,5.2,0.0,0.0,0.0,4.6,0.0,68.5,26.3,3242,51.5,39.0,12.4,2701,25.4,31.7,23.8,5.9,2.3,2701,19.3,12.7,21.5,12.6,6.2,5.3,4.0,4.8,20304,3336,48469001700,48,469,001700
0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,48469980000,48,469,980000
6977,82.8,17.2,99.5,74.4,23.9,0.2,0.5,0.1,0.3,0.5,26.2,48.6,6870,25.4,15.4,9.9,6559,37.1,49.1,17.8,6.1,2.6,6559,3.4,0.8,3.8,4.8,3.4,2.3,0.5,3.4,31505,2297,48471790101,48,471,790101
3653,43.4,56.6,99.8,92.3,6.2,0.0,0.5,0.0,0.8,0.2,22.4,71.0,3427,18.0,12.0,6.0,2985,25.3,35.1,24.9,17.6,3.9,2985,9.8,6.8,17.2,8.8,17.2,9.2,2.1,5.3,29701,3611,48471790102,48,471,790102
5968,52.3,47.7,98.9,76.7,20.9,0.4,0.0,0.0,0.9,1.1,7.9,69.7,5501,3.2,2.3,0.9,4900,23.2,38.1,32.2,14.0,7.6,4900,11.3,3.2,14.5,11.4,19.1,6.2,1.3,12.9,33958,5936,48471790103,48,471,790103
7292,53.7,46.3,99.6,77.6,19.8,0.8,0.2,0.0,1.3,0.4,16.3,63.3,6839,12.4,8.9,3.5,5970,27.7,47.7,25.6,10.3,5.6,5970,13.0,8.3,16.2,5.5,11.0,6.8,0.6,8.7,22293,6408,48471790200,48,471,790200
7640,49.7,50.3,95.3,86.0,7.8,0.9,0.4,0.1,0.2,4.7,5.3,81.3,7240,3.3,2.9,0.5,6661,18.1,28.5,31.1,22.8,14.2,6661,10.4,6.0,15.2,11.1,14.5,12.7,4.2,11.8,35179,7513,48471790300,48,471,790300
12013,75.0,25.0,99.5,72.6,26.0,0.5,0.0,0.0,0.4,0.5,21.2,52.0,11678,18.4,12.1,6.4,10906,36.1,46.0,21.1,12.9,4.0,10906,7.1,2.9,5.4,8.5,7.7,3.7,0.9,5.2,30563,6180,48471790400,48,471,790400
8656,57.8,42.2,100.0,71.6,25.9,0.0,2.3,0.0,0.2,0.0,12.5,59.9,8369,12.6,8.4,4.2,7827,56.9,32.8,27.0,21.6,8.0,7827,16.1,5.8,9.3,10.8,10.7,4.3,1.6,4.2,25391,6645,48471790500,48,471,790500
4153,64.8,35.2,100.0,67.6,31.3,0.3,0.6,0.0,0.2,0.0,43.2,24.6,3758,39.8,17.6,22.1,3364,34.0,48.1,17.5,5.3,2.3,3364,14.3,5.8,10.6,7.7,7.0,3.5,0.6,2.1,21169,2839,48471790600,48,471,790600
8188,44.6,55.4,94.7,59.1,33.9,0.0,0.9,0.0,0.8,5.3,19.5,44.4,7966,17.4,10.7,6.7,6886,69.3,31.9,35.2,14.5,3.4,6886,21.9,5.9,12.6,10.7,10.0,4.4,0.7,0.6,19815,6982,48471790700,48,471,790700
7781,46.9,53.1,99.3,62.4,27.7,1.1,6.8,0.0,1.3,0.7,16.0,47.9,7608,31.4,21.0,10.5,7094,63.9,27.3,29.9,22.0,13.1,7094,20.0,7.8,13.6,8.8,12.5,4.7,0.2,1.0,20325,6602,48471790800,48,471,790800
6655,45.8,54.2,96.9,74.5,5.1,1.5,4.0,0.0,11.7,3.1,23.4,63.2,6195,22.8,11.7,11.1,5082,25.9,18.0,30.5,28.0,16.3,5082,10.2,5.6,5.1,5.6,9.2,9.4,5.8,25.1,52207,6613,48473680100,48,473,680100
9916,53.1,46.9,97.9,51.8,18.0,2.7,1.0,0.0,24.4,2.1,52.0,28.5,9333,45.6,23.3,22.3,8045,40.8,35.3,26.6,9.7,1.4,8045,14.5,7.2,16.9,14.8,10.2,8.0,2.6,6.8,26714,9789,48473680200,48,473,680200
10627,48.9,51.1,98.6,61.7,29.3,0.0,0.7,0.0,6.9,1.4,26.5,42.5,9744,20.7,13.0,7.7,8447,39.5,33.1,32.8,11.6,8.6,8447,14.3,9.2,17.0,8.1,9.2,9.2,1.9,8.8,23925,10599,48473680300,48,473,680300
4052,40.5,59.5,98.3,3.8,93.2,0.1,0.4,0.6,0.1,1.7,5.3,0.8,4052,5.8,5.5,0.2,4052,99.5,0.0,71.1,0.0,12.2,4052,51.3,5.4,3.3,0.3,0.5,0.0,0.0,0.0,4022,0,48473680400,48,473,680400
11609,51.7,48.3,98.7,43.1,33.0,0.7,0.5,0.0,21.5,1.3,32.7,32.5,10567,30.9,16.2,14.6,8460,33.4,36.2,25.4,14.3,4.2,8460,16.1,8.4,19.6,16.3,10.7,6.6,2.2,6.3,24491,11524,48473680500,48,473,680500
8973,52.3,47.7,99.7,92.4,0.6,0.0,0.1,0.0,6.5,0.3,22.7,76.5,8558,19.1,8.8,10.3,7148,26.5,35.1,29.7,15.1,5.1,7148,13.3,9.8,9.1,11.1,10.6,11.2,3.3,14.8,32863,8861,48473680600,48,473,680600
4363,51.7,48.3,97.9,89.7,2.0,0.8,0.0,0.0,5.4,2.1,48.4,47.6,4120,33.8,24.9,8.9,3369,20.1,41.8,27.6,7.1,2.2,3369,16.7,8.0,12.5,6.9,13.8,7.1,1.2,14.5,27917,4348,48475950100,48,475,950100
4293,46.6,53.4,99.3,83.6,5.9,0.0,2.6,0.0,7.1,0.7,51.3,40.0,3902,33.0,22.7,10.3,3292,34.7,31.7,33.6,14.0,5.7,3292,11.8,6.8,11.0,8.3,11.5,13.7,3.1,14.5,37886,4258,48475950200,48,475,950200
3002,51.8,48.2,98.1,84.8,4.3,4.5,0.0,0.0,4.5,1.9,64.7,29.0,2785,44.2,32.3,12.0,2342,30.2,33.8,28.6,6.0,1.8,2342,14.3,7.4,15.9,8.6,9.0,10.3,5.5,7.6,27891,2946,48475950300,48,475,950300
3812,50.1,49.9,99.7,66.3,33.2,0.0,0.0,0.0,0.1,0.3,21.0,46.0,3641,19.3,13.4,6.0,3156,31.6,27.3,30.9,18.7,3.5,3156,13.1,10.4,13.3,11.8,14.1,6.1,2.0,12.0,28578,3672,48477170100,48,477,170100
6693,48.6,51.4,98.5,78.5,14.0,0.0,3.4,0.0,2.6,1.5,14.5,66.7,6326,15.1,10.3,4.8,5414,32.6,41.0,24.7,16.9,5.1,5414,14.4,15.2,17.3,11.3,11.1,8.0,2.8,12.9,24754,6515,48477170200,48,477,170200
5561,43.4,56.6,93.6,81.9,7.9,0.0,1.7,0.0,2.0,6.4,13.6,71.1,5136,8.4,6.6,1.8,4679,22.2,26.9,21.5,27.2,11.4,4679,14.9,7.5,14.7,12.0,13.5,13.0,3.0,9.9,29535,5179,48477170300,48,477,170300
7230,50.8,49.2,98.6,73.9,19.8,0.7,3.2,0.0,1.0,1.4,23.3,52.5,6837,23.3,11.0,12.3,6170,49.2,26.6,35.1,17.5,7.5,6170,19.7,7.3,12.9,11.3,11.2,7.2,2.4,6.8,24467,5690,48477170400,48,477,170400
6842,52.3,47.7,99.7,86.5,11.5,0.6,0.1,0.0,1.0,0.3,8.9,78.8,6468,9.6,3.9,5.6,5622,20.0,34.2,29.1,17.9,7.4,5622,10.1,8.3,14.2,22.4,13.3,8.0,4.4,12.6,31328,6842,48477170500,48,477,170500
5025,48.9,51.1,99.1,78.9,18.8,0.0,0.5,0.8,0.2,0.9,16.5,62.6,4643,11.6,9.2,2.4,3793,22.2,26.3,34.2,14.1,12.8,3793,13.3,6.1,13.1,15.4,9.6,11.9,4.7,10.4,31398,5025,48477170600,48,477,170600
4543,48.8,51.2,100.0,94.7,0.0,0.5,0.5,0.0,4.4,0.0,95.9,3.7,4222,93.3,54.3,39.0,3486,36.9,33.6,18.2,6.8,1.5,3486,16.2,7.6,14.8,9.1,8.5,3.1,0.0,3.9,18658,4518,48479000101,48,479,000101
2613,46.3,53.7,99.5,97.1,0.0,0.0,0.0,0.0,2.4,0.5,98.0,1.5,2314,97.1,52.3,44.8,1762,40.5,32.0,15.0,8.9,1.0,1762,17.1,16.7,12.3,7.4,7.1,3.1,1.9,1.3,14844,2613,48479000105,48,479,000105
3538,53.6,46.4,100.0,97.8,0.0,0.0,0.0,0.0,2.2,0.0,99.5,0.5,3338,97.0,51.6,45.3,2827,36.8,33.0,8.3,4.2,0.4,2827,30.0,11.5,15.3,11.8,8.3,2.9,0.0,1.2,14515,3516,48479000106,48,479,000106
3059,45.7,54.3,99.2,93.0,0.7,1.0,0.0,0.0,4.6,0.8,97.6,1.6,2714,93.1,54.3,38.8,2024,43.4,23.3,25.2,1.3,1.4,2024,23.7,11.5,15.5,5.2,3.7,2.6,0.4,1.8,13019,3030,48479000107,48,479,000107
4001,49.9,50.1,99.7,98.1,0.0,0.1,0.0,0.0,1.4,0.3,99.0,0.9,3597,95.7,51.8,44.0,2821,45.6,30.5,19.5,4.9,2.0,2821,15.3,9.6,19.4,8.6,8.3,4.3,0.2,2.3,18840,4001,48479000108,48,479,000108
2239,49.2,50.8,100.0,98.2,0.0,0.3,0.0,0.0,1.5,0.0,100.0,0.0,2031,97.9,61.3,36.5,1534,40.7,23.2,19.5,5.3,1.8,1534,19.7,6.9,15.6,11.9,8.0,2.6,1.4,1.2,19429,2239,48479000109,48,479,000109
4070,43.0,57.0,100.0,98.5,0.0,0.0,0.0,0.0,1.5,0.0,99.4,0.6,3722,95.8,41.7,54.1,3067,32.8,27.5,12.5,4.7,1.1,3067,23.3,14.5,19.7,7.9,2.1,1.0,2.4,1.2,14469,4070,48479000200,48,479,000200
1859,42.4,57.6,99.1,96.9,0.2,0.0,0.0,0.0,2.0,0.9,99.4,0.4,1629,96.7,47.2,49.5,1406,35.1,27.6,19.2,3.0,0.0,1406,21.7,16.1,13.9,12.1,6.8,0.4,0.5,0.4,14440,1859,48479000300,48,479,000300
2765,46.8,53.2,100.0,97.0,0.2,0.8,0.0,0.0,2.0,0.0,98.1,1.9,2566,94.9,54.9,40.1,2052,42.8,23.9,25.1,7.7,5.4,2052,19.8,16.2,12.4,9.1,5.7,4.2,1.1,4.4,15156,2765,48479000601,48,479,000601
2428,53.1,46.9,100.0,95.2,0.2,0.0,0.4,0.0,4.2,0.0,98.8,1.0,2088,95.2,45.9,49.3,1687,51.9,25.2,20.5,4.7,0.2,1687,23.4,14.2,10.4,10.8,4.3,3.4,0.0,1.5,13193,2428,48479000602,48,479,000602
2999,51.1,48.9,100.0,95.9,0.0,0.1,1.8,0.0,2.2,0.0,98.4,0.2,2560,98.2,43.0,55.2,1971,42.1,27.7,14.6,8.3,2.8,1971,15.5,13.8,19.9,6.2,6.4,1.7,0.0,2.2,16335,2999,48479000700,48,479,000700
3005,49.1,50.9,99.1,94.9,0.2,0.7,0.0,0.0,3.3,0.9,96.3,3.3,2568,94.1,43.1,51.0,1946,30.4,15.9,23.1,3.9,0.0,1946,17.4,15.1,13.4,7.9,13.5,1.0,0.0,0.2,15598,3005,48479000800,48,479,000800
5319,51.2,48.8,100.0,99.0,0.2,0.0,0.4,0.0,0.4,0.0,96.9,2.7,4705,87.0,51.6,35.4,3829,38.6,17.7,29.0,9.7,2.2,3829,24.4,9.8,17.1,11.3,4.7,4.5,1.3,3.2,16420,5084,48479000901,48,479,000901
2764,48.9,51.1,100.0,98.3,0.2,0.0,0.0,0.0,1.5,0.0,99.8,0.0,2404,95.5,44.0,51.5,1894,39.8,21.0,25.1,10.0,1.5,1894,24.4,9.1,10.4,7.1,10.3,4.5,2.2,2.8,18295,2764,48479000903,48,479,000903
3817,46.8,53.2,99.7,96.0,0.0,0.2,0.0,0.0,3.5,0.3,96.5,3.5,3500,97.7,42.2,55.5,2594,42.6,19.5,16.3,4.9,1.0,2594,17.1,19.1,18.9,9.1,5.6,1.4,0.4,1.9,15135,3800,48479000904,48,479,000904
4699,51.2,48.8,99.8,97.0,0.0,0.4,0.0,0.0,2.4,0.2,96.7,2.8,4285,90.2,55.7,34.5,3655,35.4,24.1,27.8,11.9,5.3,3655,20.8,6.9,18.6,9.7,7.2,8.9,3.3,4.7,21224,4692,48479001001,48,479,001001
3625,51.6,48.4,100.0,89.6,3.7,0.0,4.4,0.0,2.3,0.0,90.6,2.0,3354,93.1,65.4,27.7,2838,46.3,18.5,25.5,16.2,6.6,2838,14.2,7.6,16.3,10.0,11.8,6.6,1.7,8.2,25051,3625,48479001003,48,479,001003
1764,45.0,55.0,98.4,95.9,0.0,0.0,0.0,0.0,2.4,1.6,98.1,1.9,1574,89.4,48.3,41.0,1351,42.7,29.4,30.2,2.5,3.3,1351,21.0,9.3,18.7,4.5,8.1,7.8,3.3,2.6,18971,1748,48479001004,48,479,001004
3316,44.6,55.4,100.0,92.6,0.0,0.0,5.0,0.0,2.4,0.0,94.3,0.7,2854,91.8,56.8,35.0,2473,37.6,20.5,31.4,21.2,5.5,2473,16.1,12.3,14.3,8.9,13.3,4.8,0.4,7.9,20495,3316,48479001101,48,479,001101
1495,45.8,54.2,100.0,96.0,0.0,0.0,0.0,0.0,4.0,0.0,96.6,3.4,1393,92.2,48.2,44.0,1122,28.5,20.4,27.0,9.0,1.8,1122,12.2,10.3,24.2,11.7,6.9,5.8,2.9,0.6,19641,1495,48479001103,48,479,001103
3373,44.6,55.4,99.3,97.8,0.7,0.0,0.3,0.0,0.5,0.7,97.3,1.7,2901,92.0,59.8,32.3,2474,38.8,18.8,37.5,11.9,6.0,2474,16.1,6.2,13.0,15.5,8.6,6.2,2.2,5.4,25426,3373,48479001104,48,479,001104
2744,43.3,56.7,99.9,97.2,0.0,0.0,0.0,1.1,1.6,0.1,96.8,2.1,2396,92.9,60.6,32.3,1898,47.6,24.6,39.1,8.9,1.9,1898,20.1,7.7,19.7,8.0,8.4,4.9,1.7,5.1,21345,2721,48479001105,48,479,001105
2513,44.3,55.7,99.0,96.4,0.8,0.0,0.8,0.0,1.0,1.0,97.5,0.9,2254,94.6,45.3,49.3,1881,39.0,24.1,12.1,6.7,1.4,1881,29.0,14.9,15.4,6.7,9.2,2.2,0.7,1.5,13448,2513,48479001201,48,479,001201
2885,45.2,54.8,99.6,96.4,0.9,0.3,0.0,0.0,2.0,0.4,97.7,1.1,2595,94.0,44.1,49.9,2029,38.9,21.3,24.2,5.3,0.0,2029,26.1,11.3,13.7,7.6,7.1,0.1,0.0,0.0,12554,2885,48479001202,48,479,001202
3177,52.4,47.6,99.8,97.7,0.0,0.0,0.0,0.0,2.1,0.2,99.9,0.1,2825,99.5,45.9,53.5,2330,45.7,29.1,19.9,3.5,2.6,2330,23.9,12.9,18.2,2.3,5.5,1.8,0.0,2.1,13858,3177,48479001300,48,479,001300
3439,43.2,56.8,97.2,94.2,0.2,0.0,0.0,0.0,2.7,2.8,96.7,3.1,3188,95.8,55.6,40.2,2591,37.9,25.6,14.9,6.7,1.2,2591,21.8,9.5,15.2,10.5,6.6,7.3,2.0,0.7,17524,3411,48479001401,48,479,001401
3474,46.4,53.6,98.5,94.8,0.7,0.0,0.0,0.0,3.0,1.5,97.8,0.4,3044,94.9,55.9,39.0,2315,37.3,24.1,15.6,6.5,3.4,2315,18.6,13.0,18.4,4.8,7.2,5.5,1.8,4.0,18361,3474,48479001402,48,479,001402
2588,45.7,54.3,99.8,97.6,0.0,0.3,0.3,0.0,1.6,0.2,97.6,2.1,2309,94.2,50.6,43.5,1846,42.4,29.8,16.0,1.4,1.9,1846,17.7,17.0,14.8,6.3,9.8,3.4,0.0,1.8,15268,2588,48479001501,48,479,001501
4940,48.2,51.8,99.7,97.9,0.7,0.0,0.0,0.0,1.1,0.3,96.0,3.8,4401,87.0,49.8,37.2,3803,38.7,29.0,21.9,8.2,2.7,3803,17.5,12.7,18.9,10.3,9.4,4.2,0.0,2.9,17341,4914,48479001502,48,479,001502
3903,48.8,51.2,100.0,98.1,1.0,0.0,0.0,0.0,0.9,0.0,99.0,0.6,3611,89.8,58.1,31.7,3206,32.2,36.7,25.5,9.2,2.7,3206,12.8,13.6,16.0,13.8,9.2,6.1,3.2,4.9,22480,3892,48479001601,48,479,001601
6596,51.7,48.3,99.3,91.1,2.1,0.8,3.9,0.0,1.3,0.7,87.9,5.9,5858,79.6,63.3,16.3,4802,35.2,25.7,19.9,27.4,16.6,4802,14.3,8.4,9.3,7.7,5.1,10.6,6.3,19.1,36639,6393,48479001602,48,479,001602
4617,47.2,52.8,99.5,95.7,1.7,0.2,0.0,0.0,1.8,0.5,97.0,2.7,4317,91.8,47.5,44.4,3679,37.5,21.8,27.8,15.8,2.1,3679,25.8,7.8,14.9,12.2,9.0,6.8,0.9,4.7,20497,4576,48479001706,48,479,001706
5931,47.1,52.9,100.0,94.5,0.1,0.6,1.2,0.0,3.6,0.0,89.4,9.3,5545,85.5,57.8,27.7,4803,31.5,15.9,21.0,29.5,17.0,4803,11.0,4.4,14.5,11.8,7.4,8.3,7.2,17.2,34334,5877,48479001709,48,479,001709
2360,57.5,42.5,96.8,95.3,0.8,0.0,0.0,0.0,0.8,3.2,93.4,6.6,1990,92.8,66.7,26.1,1609,25.4,26.4,16.0,17.4,13.1,1609,16.1,3.2,15.0,8.3,9.9,6.0,1.6,17.0,27552,2360,48479001710,48,479,001710
7673,53.0,47.0,99.9,97.7,0.2,0.0,0.0,0.0,2.0,0.1,94.7,5.1,6897,89.1,51.4,37.7,5344,32.3,29.7,28.4,15.6,4.4,5344,10.5,5.6,8.9,11.8,15.5,4.0,2.3,7.6,32665,7673,48479001711,48,479,001711
7579,51.7,48.3,99.5,93.4,0.3,0.0,1.6,0.0,4.2,0.5,92.7,5.4,7037,84.7,58.6,26.1,5641,33.6,20.0,34.1,29.2,7.8,5641,13.1,7.0,6.3,13.7,9.1,13.7,2.8,14.3,34923,7579,48479001712,48,479,001712
18826,47.8,52.2,99.1,97.1,0.2,0.0,1.0,0.0,0.9,0.9,91.9,6.4,17390,72.2,53.2,19.0,13501,35.2,18.9,26.3,32.1,11.6,13501,9.9,3.1,8.2,10.2,9.9,14.4,3.7,17.3,42450,18826,48479001713,48,479,001713
4915,48.3,51.7,98.7,92.6,2.4,0.0,0.3,0.0,3.4,1.3,86.6,11.1,4690,76.3,49.1,27.2,3906,46.1,23.4,26.5,24.4,12.6,3906,22.5,7.8,7.9,8.0,9.4,8.7,1.8,13.9,27191,3892,48479001714,48,479,001714
7503,48.4,51.6,100.0,96.8,0.9,0.0,0.0,0.0,2.3,0.0,97.1,1.8,6760,93.3,55.0,38.3,5355,29.3,24.8,25.7,27.6,3.5,5355,14.5,9.4,9.3,12.5,12.9,9.9,4.4,6.6,30456,7454,48479001715,48,479,001715
5758,50.5,49.5,99.8,96.8,0.2,0.0,0.0,0.0,2.8,0.2,98.3,1.7,5422,92.5,55.5,37.0,4619,34.4,25.7,34.6,13.6,3.4,4619,17.0,10.0,19.0,14.0,11.7,6.8,2.8,4.1,22749,5758,48479001716,48,479,001716
3329,47.9,52.1,97.1,93.1,0.4,0.0,0.0,0.0,3.6,2.9,94.2,4.3,3227,91.6,46.3,45.3,2615,40.9,32.1,22.5,6.2,1.8,2615,19.9,9.3,16.1,11.1,6.8,1.3,3.2,3.1,18095,3329,48479001717,48,479,001717
2476,45.3,54.7,100.0,96.1,0.0,0.2,1.9,0.0,1.8,0.0,95.0,2.9,2265,87.6,58.0,29.7,2037,34.4,26.7,32.9,15.2,9.7,2037,19.0,7.4,11.0,12.8,10.4,11.4,1.5,6.1,26142,2476,48479001718,48,479,001718
3637,46.5,53.5,98.4,95.3,2.4,0.0,0.0,0.0,0.7,1.6,92.2,5.5,3308,89.2,61.8,27.4,2666,29.0,19.1,24.7,24.3,8.2,2666,13.6,6.7,16.3,12.8,11.0,8.2,3.1,9.0,27108,3637,48479001719,48,479,001719
5556,42.5,57.5,99.4,94.9,0.0,1.0,0.0,0.0,3.5,0.6,89.6,9.4,5213,78.4,48.8,29.6,4225,35.9,23.5,37.1,15.6,8.7,4225,18.4,9.4,14.0,6.9,11.7,9.4,2.2,10.3,23965,5556,48479001720,48,479,001720
2211,49.8,50.2,100.0,96.5,0.0,0.0,0.0,0.0,3.5,0.0,88.7,11.3,2098,82.6,62.2,20.4,1850,30.1,13.4,39.1,22.3,17.0,1850,12.2,5.5,11.7,8.0,12.3,12.6,4.2,20.0,41432,2158,48479001721,48,479,001721
7809,49.9,50.1,99.5,93.4,1.1,1.5,1.9,0.0,1.5,0.5,87.3,9.8,7181,81.6,53.0,28.6,5974,28.7,11.5,24.3,35.0,19.4,5974,14.1,3.5,7.0,8.3,5.4,15.1,2.9,31.9,56256,7809,48479001722,48,479,001722
6544,46.1,53.9,99.8,96.5,0.3,0.0,0.0,0.0,3.1,0.2,97.3,2.7,6010,94.6,65.0,29.6,4046,42.3,35.8,21.7,4.7,0.4,4046,14.3,6.8,15.5,11.2,7.2,5.0,2.2,2.6,22381,6509,48479001806,48,479,001806
7718,51.8,48.2,100.0,93.4,0.0,0.0,0.0,0.0,6.6,0.0,98.3,1.7,6717,94.4,53.8,40.6,5647,39.2,22.5,25.9,7.8,2.7,5647,18.6,7.0,14.2,11.5,10.9,3.2,1.8,2.1,21092,7718,48479001807,48,479,001807
6460,48.8,51.2,98.1,95.2,0.0,0.0,0.0,0.0,2.9,1.9,98.4,1.6,5718,94.6,47.8,46.8,4488,40.3,29.4,13.4,2.1,1.5,4488,19.9,15.9,14.5,9.6,8.6,2.4,0.0,1.3,15229,6455,48479001808,48,479,001808
10778,50.9,49.1,100.0,95.7,1.0,0.5,0.0,0.0,2.8,0.0,96.0,3.0,9497,92.8,52.9,40.0,6475,39.0,36.9,18.2,0.7,1.9,6475,15.6,9.5,20.7,6.7,7.6,2.1,1.4,2.5,19781,10778,48479001809,48,479,001809
5670,49.1,50.9,100.0,97.9,0.0,0.0,0.0,0.0,2.1,0.0,98.6,1.4,4938,93.4,54.8,38.6,3550,32.5,35.7,31.8,9.8,4.7,3550,16.0,6.0,8.9,16.1,10.8,8.6,5.0,9.9,31431,5670,48479001810,48,479,001810
4483,50.5,49.5,98.2,95.2,0.0,0.0,0.1,0.0,2.9,1.8,97.5,2.2,4153,91.0,54.6,36.4,3272,38.5,32.0,27.4,5.2,1.9,3272,13.9,8.9,11.0,6.5,15.9,4.6,0.0,9.4,26167,4483,48479001811,48,479,001811
